question,model_answer,context
Is a Core an anatomical part of a pineapple?,"No. 

The text refers to removing the ""eyes"" and ""hard outer layer"" of a pineapple, indicating the core is not a distinct anatomical part.","['1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh', ""as you like. It's typically made from tomatillos, chilis, and cilantro. Pineapple based: This is usually a mixture of finely chopped or large chunks of pineapple tossed with diced tomato, onion, jalapeno, and cilantro."", '1.3 Set the pineapple on its side on your cutting board. Slice approximately 1 inch (2.5 cm) below the spiky green top of the pineapple and 1 inch above the bottom section.\n1.4 Set the pineapple upright on your cutting board. Cut straight down from the top of the pineapple to the bottom in 1 slice. Try to cut just inside the hard outer layer. Turn the pineapple and repeat until you have exposed the flesh of the pineapple.']"
"What is the edibility of a pineapple's Core - can it be eaten, should it be avoided or must it be avoided?",The core should be avoided.,"['2.3 Remove the skin and eyes using the process above. Slice it into rounds or into thin chunks. Your slices should be no more than 1/4 inch (0.6 cm) thick.\n2.4 Choose a medium setting. The temperature should be about 135 degrees Fahrenheit (57 degrees Celsius).\n2.5 Ensure there is some space between the pineapple chunks.\n2.6 Remove and store your dried pineapple for several months.', '1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh', '1.6 If you want your pineapple to be dried in rounds, slice the pineapple horizontally and thinly. Then, cut out the center with a paring knife. If you want to dry the pineapple in chunks, cut vertically, separating the flesh from the hard center, then cut into thin chunks. The thinner, the better when drying. It will dry faster and more evenly.']"
Is a Shell an anatomical part of a pineapple?,"No. 

The context refers to removing the ""eyes"" and the ""hard outer layer"" of a pineapple, indicating these are separate from the edible flesh.","['1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh', ""as you like. It's typically made from tomatillos, chilis, and cilantro. Pineapple based: This is usually a mixture of finely chopped or large chunks of pineapple tossed with diced tomato, onion, jalapeno, and cilantro."", '1.3 Set the pineapple on its side on your cutting board. Slice approximately 1 inch (2.5 cm) below the spiky green top of the pineapple and 1 inch above the bottom section.\n1.4 Set the pineapple upright on your cutting board. Cut straight down from the top of the pineapple to the bottom in 1 slice. Try to cut just inside the hard outer layer. Turn the pineapple and repeat until you have exposed the flesh of the pineapple.']"
Is a Peel an anatomical part of a pineapple?,Yes.,"['1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh', 'electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', '1.3 Set the pineapple on its side on your cutting board. Slice approximately 1 inch (2.5 cm) below the spiky green top of the pineapple and 1 inch above the bottom section.\n1.4 Set the pineapple upright on your cutting board. Cut straight down from the top of the pineapple to the bottom in 1 slice. Try to cut just inside the hard outer layer. Turn the pineapple and repeat until you have exposed the flesh of the pineapple.']"
"What is the edibility of a pineapple's Peel - can it be eaten, should it be avoided or must it be avoided?","The provided text instructs on how to remove the pineapple peel, implying it should be avoided.","['2.3 Remove the skin and eyes using the process above. Slice it into rounds or into thin chunks. Your slices should be no more than 1/4 inch (0.6 cm) thick.\n2.4 Choose a medium setting. The temperature should be about 135 degrees Fahrenheit (57 degrees Celsius).\n2.5 Ensure there is some space between the pineapple chunks.\n2.6 Remove and store your dried pineapple for several months.', '1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh', '1.3 Set the pineapple on its side on your cutting board. Slice approximately 1 inch (2.5 cm) below the spiky green top of the pineapple and 1 inch above the bottom section.\n1.4 Set the pineapple upright on your cutting board. Cut straight down from the top of the pineapple to the bottom in 1 slice. Try to cut just inside the hard outer layer. Turn the pineapple and repeat until you have exposed the flesh of the pineapple.']"
Is a Stem an anatomical part of a pineapple?,"No. 

The context refers to removing the ""spiky green top"" which is the stem.","['1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh', '1.3 Set the pineapple on its side on your cutting board. Slice approximately 1 inch (2.5 cm) below the spiky green top of the pineapple and 1 inch above the bottom section.\n1.4 Set the pineapple upright on your cutting board. Cut straight down from the top of the pineapple to the bottom in 1 slice. Try to cut just inside the hard outer layer. Turn the pineapple and repeat until you have exposed the flesh of the pineapple.', 'stems and is somewhat aromatic, especially after its leaves are cut or crushed.']"
"When cutting a pineapple, what tool should be used?",A knife.,"['1.3 Set the pineapple on its side on your cutting board. Slice approximately 1 inch (2.5 cm) below the spiky green top of the pineapple and 1 inch above the bottom section.\n1.4 Set the pineapple upright on your cutting board. Cut straight down from the top of the pineapple to the bottom in 1 slice. Try to cut just inside the hard outer layer. Turn the pineapple and repeat until you have exposed the flesh of the pineapple.', '1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh', '1.6 If you want your pineapple to be dried in rounds, slice the pineapple horizontally and thinly. Then, cut out the center with a paring knife. If you want to dry the pineapple in chunks, cut vertically, separating the flesh from the hard center, then cut into thin chunks. The thinner, the better when drying. It will dry faster and more evenly.']"
"When peeling a pineapple, what tool should be used?",A knife.,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', '2.3 Remove the skin and eyes using the process above. Slice it into rounds or into thin chunks. Your slices should be no more than 1/4 inch (0.6 cm) thick.\n2.4 Choose a medium setting. The temperature should be about 135 degrees Fahrenheit (57 degrees Celsius).\n2.5 Ensure there is some space between the pineapple chunks.\n2.6 Remove and store your dried pineapple for several months.', '1.5 Take your knife and cut approximately 1/2 inch (1.3 cm) into the pineapple at an inward angle from the right. Go to the other side of the line of eyes and cut at an inward angle from the left. Peel back the strip of eyes and discard it. Then, find the next diagonal strip and repeat. When you finish cutting the eyes out of the pineapple, the surface will form a spiral pattern around the entire parameter. This method of cutting a pineapple takes some practice, but it will result in more flesh']"
Is a Core an anatomical part of a pumpkin?,"No. 

The context discusses painting and pollinating pumpkins, not their internal anatomy.","[""2.5 Buy a round foam brush that's attached to a handle. Dip the foam into your pink acrylic paint and press it onto your pumpkin to create a cute polka dot. Play around with making polka dots of different sizes or shades of pink paint.If you don't want to buy a special foam brush, cut a standard sponge into a circle. You can cut the circle to any size you like or make a completely unique shape."", '3.4 Only do this when a female flower grows from the largest and healthiest vine. Pulling the petal will help to expose the pollen needed for pollination. Rub the pollen stamen on the blossom of the female flower. This step is most successful if completed before the middle of July. This will ensure that the pumpkin has ample time for growth.\n4. Growing Your Gigantic Pumpkin', 'How to Make Pasta in a Pumpkin']"
Is a Shell an anatomical part of a pumpkin?,"No. 

The context discusses painting and growing pumpkins, not their anatomy.","[""2.5 Buy a round foam brush that's attached to a handle. Dip the foam into your pink acrylic paint and press it onto your pumpkin to create a cute polka dot. Play around with making polka dots of different sizes or shades of pink paint.If you don't want to buy a special foam brush, cut a standard sponge into a circle. You can cut the circle to any size you like or make a completely unique shape."", '3.4 Only do this when a female flower grows from the largest and healthiest vine. Pulling the petal will help to expose the pollen needed for pollination. Rub the pollen stamen on the blossom of the female flower. This step is most successful if completed before the middle of July. This will ensure that the pumpkin has ample time for growth.\n4. Growing Your Gigantic Pumpkin', 'going to paint the pumpkin a bright shade of pink.']"
Is a Peel an anatomical part of a pumpkin?,Yes.,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', ""2.5 Buy a round foam brush that's attached to a handle. Dip the foam into your pink acrylic paint and press it onto your pumpkin to create a cute polka dot. Play around with making polka dots of different sizes or shades of pink paint.If you don't want to buy a special foam brush, cut a standard sponge into a circle. You can cut the circle to any size you like or make a completely unique shape."", 'much of the meat of the carrot when you peel them this way.']"
"What is the edibility of a pumpkin's Peel - can it be eaten, should it be avoided or must it be avoided?",Pumpkin peel is edible but can be rough and fibrous.,"['1.2 The skin is edible, but can be rough and fibrous, so if you are concerned with texture you should peel the skin off.', '1.3 Once the fruit is peeled, you can use the leftover fruit for cooking or eating. There are a variety of uses for the leftover fruit peel, even after pressing. Rather than composting the peel, try:\nKeeping the peels in a small bag and hanging it somewhere to keep the room smelling zesty. The oil in orange peel, limonene, acts as a repellant for several types of insects. Toss a few peels into the garbage disposal and give them a good grinding to freshen up the smell of your sink.', 'much of the meat of the carrot when you peel them this way.']"
Is a Stem an anatomical part of a pumpkin?,Yes.,"['2.4 Get out about 3 feet (1.0 yd) of pink tulle and spread it out flat on your work surface. Set your pink painted pumpkin in the center of the tulle and bring the tulle up up the sides of the pumpkin. Gather the tulle and use a rubber band to secure it tightly to the stem. For an extra-fun decoration, glue or tie a bow or ribbon to the stem. If you have a lot of tulle coming from the top of the stem, trim off the excess.', 'and chervil have tender stems. You can chop their stems along with the leaves.', 'stems and is somewhat aromatic, especially after its leaves are cut or crushed.']"
"When cutting a pumpkin, what tool should be used?",The provided text doesn't mention what tool to use for cutting a pumpkin.,"[""2.5 Buy a round foam brush that's attached to a handle. Dip the foam into your pink acrylic paint and press it onto your pumpkin to create a cute polka dot. Play around with making polka dots of different sizes or shades of pink paint.If you don't want to buy a special foam brush, cut a standard sponge into a circle. You can cut the circle to any size you like or make a completely unique shape."", '2.4 Get out about 3 feet (1.0 yd) of pink tulle and spread it out flat on your work surface. Set your pink painted pumpkin in the center of the tulle and bring the tulle up up the sides of the pumpkin. Gather the tulle and use a rubber band to secure it tightly to the stem. For an extra-fun decoration, glue or tie a bow or ribbon to the stem. If you have a lot of tulle coming from the top of the stem, trim off the excess.', 'How to Make Pasta in a Pumpkin']"
"When peeling a pumpkin, what tool should be used?",The provided text does not mention what tool to use for peeling a pumpkin.,"[""2.5 Buy a round foam brush that's attached to a handle. Dip the foam into your pink acrylic paint and press it onto your pumpkin to create a cute polka dot. Play around with making polka dots of different sizes or shades of pink paint.If you don't want to buy a special foam brush, cut a standard sponge into a circle. You can cut the circle to any size you like or make a completely unique shape."", ""and paint them black, silver, or cover them in glitter. Arrange them in the corners of your home. Open up a pumpkin and use it to hold potpourri. Use pumpkin dishes to hold your Halloween treats. If you've made a special pumpkin punch, serve it from a pumpkin bowl."", 'How to Make Pasta in a Pumpkin']"
Is a Core an anatomical part of a strawberry?,"No. 

The context discusses mangoes and identifying berries, not the anatomy of strawberries.","['since this is the part you eat. You will end up with three pieces: two halves of mango flesh, and the middle section that has the pit.', 'How to Identify and Treat Strawberry Diseases', ""is especially tempting if the animal is a mammal. The following advice is meant to give you guidelines, not hard rules. Never eat a berry you can't identify.""]"
Is a Shell an anatomical part of a strawberry?,"No. 

The context discusses pistachio shells, not strawberry anatomy.","['the pistachio. The tip of the shell is sharp, and you could cut yourself if the shell slips and hits your hand.', 'the nut itself. That way, you can keep the shells separate from the nuts.', ""is especially tempting if the animal is a mammal. The following advice is meant to give you guidelines, not hard rules. Never eat a berry you can't identify.""]"
Is a Peel an anatomical part of a strawberry?,Yes.,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', ""is especially tempting if the animal is a mammal. The following advice is meant to give you guidelines, not hard rules. Never eat a berry you can't identify."", 'on a plant. Sometimes they have a waxy or furry coating.']"
Is a Stem an anatomical part of a strawberry?,"No. 

The context discusses stems of herbs, not strawberries.","['and chervil have tender stems. You can chop their stems along with the leaves.', 'stems and is somewhat aromatic, especially after its leaves are cut or crushed.', 'How to Identify and Treat Strawberry Diseases']"
"What is the edibility of a strawberry's Stem - can it be eaten, should it be avoided or must it be avoided?",The provided text does not contain information about the edibility of strawberry stems.,"['How to Identify and Treat Strawberry Diseases', ""is especially tempting if the animal is a mammal. The following advice is meant to give you guidelines, not hard rules. Never eat a berry you can't identify."", 'the risk of damaging fruit by poking and prodding with fingertips.']"
"When cutting a strawberry, what tool should be used?",A sanitized cutting tool.,"['electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', 'How to Use Manicure Tools\n1. Using Cuticle Pushers and Nippers', ""1.6 Since you'll be making an open cut into the plant, you should keep your hands and tools as clean as possible to reduce the chance of an infection entering the plant. Sanitize your cutting tool before you begin. Scrub your hands with anti-microbial soap and put on latex gloves.""]"
Is a Core an anatomical part of a squash?,"No. 

The context describes removing seeds and fibers from a squash, but not a core.","['X\n\t\tResearch source\n3.1 Use a vegetable peeler to remove the skin of the squash and a sharp knife to cut the squash into 1-inch (2.5-cm) cubes. After peeling the squash, cut it in half lengthwise using a serrated knife. Remove the seeds and fibers inside with a metal spoon or melon-baller. Cut each half into cubes using the same knife. You could also cut the squash into slices by diving each half into four parts, cutting in an ""x"" pattern from each top corner to the opposite bottom corners.', 'it or cut off the gritty section of the squash. You may also grate the squash if you want to use it for baking and other recipes where grated squash may be required.', '1.5 The delicata squash should be tender enough for you to easily glide a knife through. The top should also be browned. If you used brown sugar, the top should be caramelized. Roasting at a lower temperature will make the squash even more tender. As such, you could also try roasting it at 350 degrees Fahrenheit (177 degrees Celsius) for a full hour.\n1.6 Eat the flesh of the squash directly out of the skin with a spoon or fork.\n2. Microwaving[1]\n\tX\n\t\tResearch source']"
Is a Shell an anatomical part of a squash?,"No. 

The context refers to removing the seeds and fibers from a squash, not a shell.  Shells are associated with nuts like pistachios.","['X\n\t\tResearch source\n3.1 Use a vegetable peeler to remove the skin of the squash and a sharp knife to cut the squash into 1-inch (2.5-cm) cubes. After peeling the squash, cut it in half lengthwise using a serrated knife. Remove the seeds and fibers inside with a metal spoon or melon-baller. Cut each half into cubes using the same knife. You could also cut the squash into slices by diving each half into four parts, cutting in an ""x"" pattern from each top corner to the opposite bottom corners.', 'it or cut off the gritty section of the squash. You may also grate the squash if you want to use it for baking and other recipes where grated squash may be required.', 'the pistachio. The tip of the shell is sharp, and you could cut yourself if the shell slips and hits your hand.']"
Is a Peel an anatomical part of a squash?,Yes.,"['X\n\t\tResearch source\n3.1 Use a vegetable peeler to remove the skin of the squash and a sharp knife to cut the squash into 1-inch (2.5-cm) cubes. After peeling the squash, cut it in half lengthwise using a serrated knife. Remove the seeds and fibers inside with a metal spoon or melon-baller. Cut each half into cubes using the same knife. You could also cut the squash into slices by diving each half into four parts, cutting in an ""x"" pattern from each top corner to the opposite bottom corners.', 'it or cut off the gritty section of the squash. You may also grate the squash if you want to use it for baking and other recipes where grated squash may be required.', '2.5 Cool the squash for 10 minutes and serve the squash skin and all. Eat the squash by digging the flesh directly out of the skin or by cutting it into thinner slices after pulling it out of the microwave.\n3. Steaming[2]\n\tX\n\t\tResearch source']"
"What is the edibility of a squash's Peel - can it be eaten, should it be avoided or must it be avoided?",The squash peel is edible.,"['2.5 Cool the squash for 10 minutes and serve the squash skin and all. Eat the squash by digging the flesh directly out of the skin or by cutting it into thinner slices after pulling it out of the microwave.\n3. Steaming[2]\n\tX\n\t\tResearch source', 'it or cut off the gritty section of the squash. You may also grate the squash if you want to use it for baking and other recipes where grated squash may be required.', 'However, the squash will spoil faster this way. Use it within 24 hours if you decide to cut it up before refrigerating it.']"
Is a Stem an anatomical part of a squash?,Yes.,"['X\n\t\tResearch source\n3.1 Use a vegetable peeler to remove the skin of the squash and a sharp knife to cut the squash into 1-inch (2.5-cm) cubes. After peeling the squash, cut it in half lengthwise using a serrated knife. Remove the seeds and fibers inside with a metal spoon or melon-baller. Cut each half into cubes using the same knife. You could also cut the squash into slices by diving each half into four parts, cutting in an ""x"" pattern from each top corner to the opposite bottom corners.', 'and chervil have tender stems. You can chop their stems along with the leaves.', 'stems and is somewhat aromatic, especially after its leaves are cut or crushed.']"
"When cutting a squash, what tool should be used?",A sharp knife.,"['X\n\t\tResearch source\n3.1 Use a vegetable peeler to remove the skin of the squash and a sharp knife to cut the squash into 1-inch (2.5-cm) cubes. After peeling the squash, cut it in half lengthwise using a serrated knife. Remove the seeds and fibers inside with a metal spoon or melon-baller. Cut each half into cubes using the same knife. You could also cut the squash into slices by diving each half into four parts, cutting in an ""x"" pattern from each top corner to the opposite bottom corners.', 'it or cut off the gritty section of the squash. You may also grate the squash if you want to use it for baking and other recipes where grated squash may be required.', '3. Drying Squash\n3.1 Hold the squash under cool or lukewarm running water and gently rub it to remove any dirt or debris. Then, cut the squash with a sharp kitchen knife. Try to cut all of the pieces to the same approximate size. Use a vegetable brush to scrub particularly dirty patches on the squash.']"
"When peeling a squash, what tool should be used?",Vegetable peeler,"['X\n\t\tResearch source\n3.1 Use a vegetable peeler to remove the skin of the squash and a sharp knife to cut the squash into 1-inch (2.5-cm) cubes. After peeling the squash, cut it in half lengthwise using a serrated knife. Remove the seeds and fibers inside with a metal spoon or melon-baller. Cut each half into cubes using the same knife. You could also cut the squash into slices by diving each half into four parts, cutting in an ""x"" pattern from each top corner to the opposite bottom corners.', '3. Drying Squash\n3.1 Hold the squash under cool or lukewarm running water and gently rub it to remove any dirt or debris. Then, cut the squash with a sharp kitchen knife. Try to cut all of the pieces to the same approximate size. Use a vegetable brush to scrub particularly dirty patches on the squash.', '2.1 Avoid scrubbing the squash as this may cause bruising. Instead, hold the squash under cool or lukewarm running water and rub it gently with your hands to remove any dirt or stuck on debris. Then, use a sharp kitchen knife to cut the squash. Try to cut all of the pieces to the same approximate size. If there’s a spot on the squash that’s very dirty and still feels gritty after rubbing it with your hands, use a vegetable brush to gently scrub at it or cut off the gritty section of the squash.']"
Is a Core an anatomical part of a tomato?,No.,"['the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', '2.1 Carefully slice the tomato in half around what would be the equator line so that one half has the stem and one half has the bottom. Then use a ¼ teaspoon, or another small spoon, and scoop the tomato seeds out and discard them. Don’t scrape too deeply into the flesh of the tomato. The seeds carry much of the acid content of the tomato plant, so removing them altogether is a great way to reduce the acidity. Some dishes are enhanced by cooking the seeds along with the flesh of the tomato, so', 'top is reached. Add one more row of the tomatoes nearer to the top, or wherever you feel it looks best.']"
Is a Shell an anatomical part of a tomato?,"No. 

The context refers to a pistachio shell, not a tomato.","['the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', 'the pistachio. The tip of the shell is sharp, and you could cut yourself if the shell slips and hits your hand.', 'the nut itself. That way, you can keep the shells separate from the nuts.']"
Is a Peel an anatomical part of a tomato?,Yes.,"['the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', 'electric peeler to obtain the skin of the fruit, but note that this may produce more pulp than a hand peeled method.', '2.1 Carefully slice the tomato in half around what would be the equator line so that one half has the stem and one half has the bottom. Then use a ¼ teaspoon, or another small spoon, and scoop the tomato seeds out and discard them. Don’t scrape too deeply into the flesh of the tomato. The seeds carry much of the acid content of the tomato plant, so removing them altogether is a great way to reduce the acidity. Some dishes are enhanced by cooking the seeds along with the flesh of the tomato, so']"
"What is the edibility of a tomato's Peel - can it be eaten, should it be avoided or must it be avoided?",Tomato peels can be eaten but are often discarded for texture and appearance reasons.,"['1.2 Be sure to rub the tomatoes to remove any excess dirt. Pat the tomatoes dry with a clean cloth or paper towel.\n1.3 The area around the stem is usually tough, so remove it too. Cut off any damaged portion of the tomatoes.\n2. Freezing Peeled Tomatoes\n2.1 Put the tomatoes into the boiling water for one minute. The boiling water will loosen the tomatoes skins, thus making them easier to peel.', ""2.2 Use the tip of a paring knife or tomato knife to pierce the skin on each tomato. Once there's a hole in the skin, it should slide right off. Discard the skin.\n2.3 Hold the tomatoes over the colander as you remove the seeds. It's not necessary to remove all of the seeds, but your tomato sauces are going to be more appealing without them. Squeeze the tomatoes slightly to remove the juice. Set the meaty portion of the tomatoes aside for now."", '1.3 Once the fruit is peeled, you can use the leftover fruit for cooking or eating. There are a variety of uses for the leftover fruit peel, even after pressing. Rather than composting the peel, try:\nKeeping the peels in a small bag and hanging it somewhere to keep the room smelling zesty. The oil in orange peel, limonene, acts as a repellant for several types of insects. Toss a few peels into the garbage disposal and give them a good grinding to freshen up the smell of your sink.']"
Is a Stem an anatomical part of a tomato?,Yes.,"['the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', 'stems and is somewhat aromatic, especially after its leaves are cut or crushed.', 'on a tomato plant). Some plants can be grafted onto related species in the same genus or family, but you should ask an expert or search online to determine whether that applies to your plants before attempting.']"
"What is the edibility of a tomato's Stem - can it be eaten, should it be avoided or must it be avoided?",The stem should be removed as it is tough.,"['the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', '2.1 Carefully slice the tomato in half around what would be the equator line so that one half has the stem and one half has the bottom. Then use a ¼ teaspoon, or another small spoon, and scoop the tomato seeds out and discard them. Don’t scrape too deeply into the flesh of the tomato. The seeds carry much of the acid content of the tomato plant, so removing them altogether is a great way to reduce the acidity. Some dishes are enhanced by cooking the seeds along with the flesh of the tomato, so', '1.2 Be sure to rub the tomatoes to remove any excess dirt. Pat the tomatoes dry with a clean cloth or paper towel.\n1.3 The area around the stem is usually tough, so remove it too. Cut off any damaged portion of the tomatoes.\n2. Freezing Peeled Tomatoes\n2.1 Put the tomatoes into the boiling water for one minute. The boiling water will loosen the tomatoes skins, thus making them easier to peel.']"
"When cutting a tomato, what tool should be used?","A cutting tool, such as a knife.","[""1.6 Since you'll be making an open cut into the plant, you should keep your hands and tools as clean as possible to reduce the chance of an infection entering the plant. Sanitize your cutting tool before you begin. Scrub your hands with anti-microbial soap and put on latex gloves."", 'the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', '2.1 Carefully slice the tomato in half around what would be the equator line so that one half has the stem and one half has the bottom. Then use a ¼ teaspoon, or another small spoon, and scoop the tomato seeds out and discard them. Don’t scrape too deeply into the flesh of the tomato. The seeds carry much of the acid content of the tomato plant, so removing them altogether is a great way to reduce the acidity. Some dishes are enhanced by cooking the seeds along with the flesh of the tomato, so']"
"When quartering a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",In the center.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'rectangular grater with a handle on one side. You should use whichever one you need for the size of shredded carrot that you want.', '2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.']"
"When quartering a specific fruit or vegetable, what other cutting task - if any - should be executed before?",Halving.,"['2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.', 'processor until the carrots are small enough for your recipe.', '1.2 Place your pieces of quarter round on the floor up against the wall. In this position, you can easily mark the locations for your cuts. Make small pencil marks to indicate the places where you will need to trim your quarter round.']"
"When quartering a specific fruit or vegetable, how many cuts need to be made - exactly one or more than one?",More than one.,"['2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.', ""How to Cut Quarter Round\n1. Trimming Your Quarter Round for Joints and Corners\n1.1 Quarter round is available in 8 foot (240 cm) long pieces, or 16 foot (490 cm) long pieces. If you don't already know the width of your walls, you will need to measure them. Select pieces that closely match the width of your walls and purchase them. For most rooms, 8 foot (240 cm) long pieces are easier to work with. Quarter round is available at most home improvement stores."", '4.5 With the core removed, make crosswise cuts into each of the parsnip quarters to your desired size. Try to make each chunk or cube roughly the same size so they cook evenly.']"
"When quartering a specific fruit or vegetable, what is form of the input to perform the action on?",Halves,"['1.6 Once you have positioned your grater, grab a carrot and hold it in your hand. Put the bottom edge of the carrot against the side of the grater near the top. Gently apply pressure to the carrot and move your hand down the side of the grater. Once you get to the bottom of the grater, move your hand away from the grater and move the carrot back up to the starting position. Continue this motion until you finish shredding all the carrots. When you get to the very end of a carrot, watch your', 'rectangular grater with a handle on one side. You should use whichever one you need for the size of shredded carrot that you want.', '2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.']"
"When quartering a specific fruit or vegetable, what is form and amount of the resulting pieces?",Four equal pieces.,"['2.5 Then slice each half again to form little kiwifruit wedges, perfect for fruit salads or a prettily arranged fruit plate. Alternatively, you can easily dice the kiwifruit into cubes of any size.', '2.2 Using a sharp knife, create a straight cut across the very center of each apple. Depending on your cooking preferences, you can either leave your apples in halves or cut them again to create equal quarters.', '1.4 For smaller, more decorative slices of kiwifruit, cut the entire fruit into circular slices, working from one end to the other, discarding the end pieces. Then cut through the diameter of each circle to form small, kiwifruit semicircles. These kiwifruit slices make a great addition to a decorative fruit salad and add a splash of tropical color to the tops of cakes, pavlovas and other desserts. They also make a great bite-sized snack for small children and work well in school lunches. If you']"
"When julienning a specific fruit or vegetable, where should the knife be placed - in the middle or at the end of the object?",At the narrow end.,"['3.2 Starting at the narrow end of the parsnip, position the knife at a 45-degree angle in relation to the vegetable’s core. Angle the tip of the knife towards the center of your body, rather than fanning it out towards your shoulder. Don’t bother coring the parsnip if you’re cutting it on the bias. This technique makes tougher vegetables a little softer and easier to chew once they’re cooked.', 'may prove more difficult as you get closer to the edge of the carrot slices. Just do it as best you can and keep your fingers as far away from the edge of the knife as possible. You can also buy a finger guard if you are worried about cutting your fingers. These are stainless steel tools that help you hold the vegetable while protecting your fingertips from being cut.', '2.5 Now that you have the blade on the food processor, you need to put on the lid of the food processor that has the raised column on it. Fit the safety lid on the lid as well, but remove the cylinder inside the lid. The opening that remains is where you will stuff the carrots.']"
"When julienning a specific fruit or vegetable, what other cutting task - if any - should be executed before?",Peeling.,"['1.6 Place all of your peeled parsnips in a colander. Set this in your kitchen sink and run water over it. Feel free to jostle the parsnips so that all sides get rinsed off. Continue rinsing until any bits of soil are removed and the parsnips are clean. Now your parsnips are ready to cut up!\n2. Slicing Julienne Strips', 'processor until the carrots are small enough for your recipe.', '3. Shredding Carrots Julienne Style\n3.1 Check your recipe to see if it says how many carrots to julienne. If you are not sure, remember that you can always julienne a little more than you think you need. In general, one large carrot equals one cup of shredded carrots.']"
