question,model_answer,context
Is a Shell an anatomical part of an orange?,"No.   The context discusses the color orange and its symbolism, not the anatomy of an orange fruit.","['orange. Also, sometimes the hourglass shape may be a single triangle or dot.', 'Orange. Orange pertains to reproductive organs and emotions. Looked at positively, it indicates energy and stamina, creativity, productivity, adventurousness, courage or an outgoing social nature. Looked at negatively, it can speak to current stress related to appetites and', 'melon and an orange - voila! You have a mixed-up mnemonic.']"
Is a Peel an anatomical part of an orange?,Yes.,"['2. Creating an Orange Peel Texture', 'How to Peel an Orange\n1. Using your Hands', 'How to Eat an Orange\n1. Peeling and Cutting Oranges']"
"What is the edibility of an orange's Peel - can it be eaten, should it be avoided or must it be avoided?",It can be eaten.,"['How to Eat an Orange\n1. Peeling and Cutting Oranges', '1.2 Scrub your oranges with a bristled brush under cool, running water. Brush over the entire rind to get rid of any dirt, germs, or pesticides that are sticking to the surface of the peel. Afterward, blot the fruit dry with a clean towel.Avoid using any soaps or cleaners to wash off your oranges. Since you’ll be eating the peel, you don’t want to be tasting any soap or harmful chemicals.', ""2.4 Once you have done this, it will be easy to peel the orange with your fingers. Just make sure you don't slice too deeply, or you will cut the fruit and get orange juice everywhere!\n3. Using a Spoon\n3.1 Using an open palm, roll the orange on a flat surface for about ten seconds to help loosen the skin.\n3.2 Use a sharp knife to make a 1 to 1 ⁄2 inch (2.5 to 3.8 cm) vertical cut along the side of the orange. Try to cut all the way through the skin, but avoid cutting the fruit.""]"
"What is the edibility of an orange's Peel - can it be eaten, should it be avoided or must it be avoided?",It can be eaten.,"['How to Eat an Orange\n1. Peeling and Cutting Oranges', '1.2 Scrub your oranges with a bristled brush under cool, running water. Brush over the entire rind to get rid of any dirt, germs, or pesticides that are sticking to the surface of the peel. Afterward, blot the fruit dry with a clean towel.Avoid using any soaps or cleaners to wash off your oranges. Since you’ll be eating the peel, you don’t want to be tasting any soap or harmful chemicals.', ""2.4 Once you have done this, it will be easy to peel the orange with your fingers. Just make sure you don't slice too deeply, or you will cut the fruit and get orange juice everywhere!\n3. Using a Spoon\n3.1 Using an open palm, roll the orange on a flat surface for about ten seconds to help loosen the skin.\n3.2 Use a sharp knife to make a 1 to 1 ⁄2 inch (2.5 to 3.8 cm) vertical cut along the side of the orange. Try to cut all the way through the skin, but avoid cutting the fruit.""]"
Is a Stem an anatomical part of an orange?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'orange. Also, sometimes the hourglass shape may be a single triangle or dot.', 'melon and an orange - voila! You have a mixed-up mnemonic.']"
"When cutting an orange, what tool should be used?",A knife is not necessary.,"[""1.2 Cut the orange on the counter or table if you can. Cutting on a sturdy surface is easier than cutting the orange in your hand. Be sure to use a cutting surface so you don't cut into your countertop or table. If you have a counter made for cutting, or you don't mind nicks, the cutting board is not absolutely necessary."", ""1.2 Peel the skin from the oranges first. You can then use your fingers to pull the oranges apart into individual sections. Oranges are divided into sections naturally, so it's usually not necessary to use a knife when cutting oranges."", 'How to Cut an Orange\n1. Wedging an Orange\n1.1 Make sure you have a good grip with your fingers so the orange doesn’t slip while you’re cutting it.\n1.2 Cut starting at the stem-end of the orange (the top of the fruit that was attached to the tree), and ending at the blossom-end (the bottom of the fruit).\n1.3 The inside part of the orange should be facing downward.']"
"When cutting an orange, what tool should be used?",A knife is not necessary.,"[""1.2 Cut the orange on the counter or table if you can. Cutting on a sturdy surface is easier than cutting the orange in your hand. Be sure to use a cutting surface so you don't cut into your countertop or table. If you have a counter made for cutting, or you don't mind nicks, the cutting board is not absolutely necessary."", ""1.2 Peel the skin from the oranges first. You can then use your fingers to pull the oranges apart into individual sections. Oranges are divided into sections naturally, so it's usually not necessary to use a knife when cutting oranges."", 'How to Cut an Orange\n1. Wedging an Orange\n1.1 Make sure you have a good grip with your fingers so the orange doesn’t slip while you’re cutting it.\n1.2 Cut starting at the stem-end of the orange (the top of the fruit that was attached to the tree), and ending at the blossom-end (the bottom of the fruit).\n1.3 The inside part of the orange should be facing downward.']"
"When peeling an orange, what tool should be used?",A knife.,"['How to Peel an Orange\n1. Using your Hands', '3.3 Starting at the top and center of the orange, run a knife along the peel from the top of the orange to close to the bottom. Do this three or four times to create even sections for easy peeling. Try not to cut into the flesh of the orange.\n3.4 Once you have made incisions in the skin, carefully peel it off, starting at the top. Try to keep the peel as intact as possible.', ""2.3 After the orange has cooled for a few minutes and isn't hot to the touch, use a sharp knife to slice the peel. Slice into the orange from the top to the bottom. Make four vertical cuts, evenly spaced around the orange.\n2.4 Slide a finger under a section of peel and remove it from the orange. Perform this same task for each of the four sections of peel. Discard the peels or save them to use for another purpose.""]"
"When peeling an orange, what tool should be used?",A knife.,"['How to Peel an Orange\n1. Using your Hands', '3.3 Starting at the top and center of the orange, run a knife along the peel from the top of the orange to close to the bottom. Do this three or four times to create even sections for easy peeling. Try not to cut into the flesh of the orange.\n3.4 Once you have made incisions in the skin, carefully peel it off, starting at the top. Try to keep the peel as intact as possible.', ""2.3 After the orange has cooled for a few minutes and isn't hot to the touch, use a sharp knife to slice the peel. Slice into the orange from the top to the bottom. Make four vertical cuts, evenly spaced around the orange.\n2.4 Slide a finger under a section of peel and remove it from the orange. Perform this same task for each of the four sections of peel. Discard the peels or save them to use for another purpose.""]"
Is a Core an anatomical part of a peach?,Yes.,"['4. Separating the Core from a Peeled Apple', 'How to Eat a Peach', 'corer or by slicing out the core with a knife. To peel peaches, plums, nectarines and other fruits with a thin skin, use the following process: slice an ""x"" in the skin at the top of the fruit. Bring a large pot of water to a boil. Boil the fruit for 30 seconds, then remove it from the pot and place it in a bowl of ice to cool down. Once cool enough to handle, pull off the peel with your fingers. Remove the pit by slicing the fruit in half and prying it out.']"
"What is the edibility of a peach's Core - can it be eaten, should it be avoided or must it be avoided?",The provided text does not contain information about the edibility of a peach core.,"['How to Eat a Peach', 'may keep them from spoiling as quickly as unrefrigerated peaches, but it can also dehydrate and wrinkle the fruit.', ""the refrigerator or in a hot room. These extreme temperatures won't help the peaches ripen.""]"
Is a Shell an anatomical part of a peach?,"No.   The context refers to a candy shell, not a peach's anatomy.","['How to Eat a Peach', 'Place the peach gummy ring in the middle of the cupcake and add a gumdrop to its middle. This will be the basis for the turtle’s shell.', 'How to Make Peach Slice']"
Is a Peel an anatomical part of a peach?,Yes.,"['How to Peel Peaches', 'corer or by slicing out the core with a knife. To peel peaches, plums, nectarines and other fruits with a thin skin, use the following process: slice an ""x"" in the skin at the top of the fruit. Bring a large pot of water to a boil. Boil the fruit for 30 seconds, then remove it from the pot and place it in a bowl of ice to cool down. Once cool enough to handle, pull off the peel with your fingers. Remove the pit by slicing the fruit in half and prying it out.', 'the entire fruit after cutting the prickly outer skin.']"
Is a Stem an anatomical part of a peach?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'with the fruit in this way. Removing the stem can compromise the quality of the fruit for other prospective purchasers.', 'How to Plant a Peach Tree']"
"When cutting a peach, what tool should be used?",A clean kitchen knife.,"['How to Make Peach Slice', '2.4 Use a clean kitchen knife and cutting board to cut your peach in half, in quarters, or into slices. Dispose of the peach pit, or set it aside to add to your compost pile later. This is a helpful option, especially if you are going to be adding peaches to smoothies, shakes, or desserts.', '3.3 Use a clean kitchen knife and cutting board and slice the peaches into the desired size, depending on what you’re planning to use them for. Slices or chunks are good for smoothies, while quartered or halved peaches are good for a lot of different baking recipes. Watch out for the pit when you cut into the peach! Make sure to either throw it away or toss it into your compost pile.']"
Is a Core an anatomical part of a pepper?,Yes.,"['This part is trickier with smaller peppers like jalapenos. Switch to a small paring knife and gently work your knife around the edge of the flesh to remove the core. You could also leave the core in place if you want to preserve the pepper’s spiciness.', 'can also be added to the mixture to flavor the peppers.', 'with the general description, such as ""spicy"" or ""bell pepper"".']"
Is a Shell an anatomical part of a pepper?,"No.   The context refers to the taste and preparation of peppers, not their anatomy.","['with the general description, such as ""spicy"" or ""bell pepper"".', 'mounds of pepper that can burn their noses or mouths.', 'can also be added to the mixture to flavor the peppers.']"
Is a Peel an anatomical part of a pepper?,Yes.,"['with the general description, such as ""spicy"" or ""bell pepper"".', ""2.2 Place the pepper point-side down on a cutting board, or hold firmly in your off-hand if you're comfortable cutting in-hand. Insert a sharp knife’s point into the top of each pleat, at the stem, and cut downward until you reach the point. Rotate the pepper and repeat until the flesh is separated into sections. Pull the sections outward, away from the stem, and they'll break off neatly.\n2.3 Now that all the flesh is accessible, complete the peeling process."", 'away the skin. If you’re peeling several peppers in a row, consider using plastic gloves to protect your fingers.']"
Is a Stem an anatomical part of a pepper?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'inserted between the stem and the shoulder. Then rotate the pepper in one hand while holding the knife firmly in the other. The stem should come away cleanly.', '1.1 Most cooks will find it easiest to lay the pepper on its side, the stem toward your strong side (the right if you’re a righty), and then cut crosswise just below the “shoulders.” The entire stem and its base should come off in one piece. Depending on the pepper, there may be quite a bit of flesh remaining attached to the stem, which can be cut free and chopped if desired. Alternatively, the point of a sharp paring or similar knife can be inserted between the stem and the shoulder. Then']"
"What is the edibility of a pepper's Stem - can it be eaten, should it be avoided or must it be avoided?",The provided text focuses on how to prepare peppers for eating and doesn't mention the edibility of the stem.,"['inserted between the stem and the shoulder. Then rotate the pepper in one hand while holding the knife firmly in the other. The stem should come away cleanly.', ""1.3 For sweet peppers, try to cut just around the circumference of the stem, to preserve as much of the pepper as possible. If you're sensitive to the oils produced by hot peppers, wear plastic gloves or cover your hands in plastic wrap to protect them."", '1.2 Make a single, vertical cut from the stem to the bottom end. Slice through only the top layer of flesh, leaving the core intact. This will let you unfurl the pepper so you can reach inside of it. If you cut through the entire pepper, you also cut through the seeded part in the center. Preserving that part makes it easier to remove later.']"
"When cutting a pepper, what tool should be used?",A paring knife.,"['2.2 Set the pepper on a cutting board with the stem facing your stronger hand. Then, make a horizontal cut all the way through it with a paring knife. Plan on making the cut right underneath the rounded portion of the top. Since hot peppers are generally pretty small, use a paring knife for better results. You could also use a sharp chef’s knife for larger ones.', '3.3 Stand the pepper up on its end, then fit your knife through the cut portion. Note where the seeded, white core connects to the flesh. You need to cut through the white ribs on the flesh to free the core. Keep your knife close to the flesh, gradually shaving through the white portions until you are able to pull the core out. Check the pepper for any seeds or white fragments left inside. Pull these out with your knife, a spoon, or your finger. This part is trickier with smaller peppers like', '3.2 With the point of the knife (a paring knife is probably easier for this part), cut around where the stem part meets the flesh, and discard the stem.\n3.3 With the knife or your fingers, cut or pull out all the whitish ribs.\n3.4 Bang the pepper halves, open-end down, on the cutting board or your open hand.\n3.5 Lay the pepper skin-side down, with the point end toward you. With your knife and off-hand in the usual position, knuckles guiding blade, cut in strips.']"
Is a Core an anatomical part of a pineapple?,Yes.,"['2.3 The core is easy to see, as the fibers run up and down through the center of the pineapple, while the rest of the pulp runs horizontally. The core is the long piece in the middle, which will be a slightly different color than the rest of the pineapple. The core is a slightly paler yellow.', ""2.4 Place the pineapple on a cutting board skin-side down. Cut from the outer edge of the core on one side of it, going down and towards the middle as you do. Cut from the other edge of the core, and go down and towards the middle, ending up in the same spot you did when cutting from the other side. You'll end up with a triangular-shaped wedge that has the core in it. You can just pull it out with your knife or your fingers.\n3. Removing the Core with a Pineapple Corer"", ""1.4 The core is in the very center, so cut along the inside of each slice. As you cut off the inside edge, you'll get a triangle shape. Move from top to bottom to cut it all out. You can toss the core or save it for other uses.\n2. Coring a Pineapple Half with the Skin Still On""]"
"What is the edibility of a pineapple's Core - can it be eaten, should it be avoided or must it be avoided?","The core can be eaten, but it is tough and fibrous.","[""2.4 Place the pineapple on a cutting board skin-side down. Cut from the outer edge of the core on one side of it, going down and towards the middle as you do. Cut from the other edge of the core, and go down and towards the middle, ending up in the same spot you did when cutting from the other side. You'll end up with a triangular-shaped wedge that has the core in it. You can just pull it out with your knife or your fingers.\n3. Removing the Core with a Pineapple Corer"", 'How to Eat a Pineapple', '2.3 Choose a sharp fillet knife or something similar and lay it horizontally across the pineapple’s width. Before cutting, touch the pineapple to locate the hard core running down the center. Slide the knife underneath the core, then slice down to the other end of the pineapple. As long as you don’t cut the core, it will stay in place for visual effect. Another option is to remove the core right before you divide the fruit into bite-sized pieces. From the top of the flesh, make 2 diagonal cuts,']"
Is a Shell an anatomical part of a pineapple?,"No. The provided text describes the core and pulp of a pineapple, not a shell.","['How to Draw a Pineapple', '2.3 The core is easy to see, as the fibers run up and down through the center of the pineapple, while the rest of the pulp runs horizontally. The core is the long piece in the middle, which will be a slightly different color than the rest of the pineapple. The core is a slightly paler yellow.', 'Cut the pineapple in half lengthwise and then in half again so that you have four triangle-shaped quarters.']"
Is a Peel an anatomical part of a pineapple?,Yes.,"['How to Peel a Pineapple', 'How to Choose and Slice a Pineapple', 'How to Cut a Pineapple']"
"What is the edibility of a pineapple's Peel - can it be eaten, should it be avoided or must it be avoided?",The context suggests pineapple peel should be discarded.,"['How to Peel a Pineapple', '1.3 Start at the top of the pineapple and slice through the outside peel until you reach the bottom. You can cut in a slight outward facing arc in order to save more pineapple fruit. Turn the pineapple clockwise about two to four inches (five to 10cm) and repeat. Turn, slice and repeat until you have removed the peel and only the eyes remain. Place the pineapple on its side and cut the bottom off horizontally. Discard the skin of the pineapple in your compost or the garbage can.', '2.4 Cut the base off the pineapple, then cut away the peel. Slice the pineapple away from the core and dice them into bite-sized chunks. Layer ¼ cup of pineapple into each glass. If fresh pineapple isn’t available, use canned pineapple packed in its own juice.\n2.5 Top it all off with 1 ½ tablespoons of breakfast cereal. Serve immediately. Try additional toppings like dried coconut flakes, macadamia nuts, sliced almonds and dried cranberries.']"
Is a Stem an anatomical part of a pineapple?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'How to Draw a Pineapple', 'How to Cut a Pineapple']"
"When cutting a pineapple, what tool should be used?",A knife.,"['How to Cut a Pineapple', '3.2 Look for the brown eyes around the pineapple’s rim. Right behind 1 of the eyes, push the tip of the knife all the way down to the bottom of the pineapple. Cut diagonally through the pineapple’s center and towards the opposite end. Then, remove the knife and make the second cut. The knife may cut through the bottom of the pineapple if you aren’t careful. Keep track of the knife’s position and make the cuts more shallow if you think you might break the pineapple’s skin.', 'How to Choose and Slice a Pineapple']"
"When peeling a pineapple, what tool should be used?",A sharp chef's knife.,"['How to Peel a Pineapple', 'How to Cut a Pineapple', '1.2 Set the pineapple on your cutting board. You will need a very sharp chef’s knife to peel a pineapple well. Lay it on its side. Place your knife one-fourth inch (0.6cm) below the leaves. Slice until you reach the leaves. Turn the pineapple and repeat until you have cut the top of the pineapple and many of the leaves away in a circle. Lift them up through the center leaves and discard them. You can use the remaining center leaves to hold the pineapple steady as you cut it. Some cooks suggest']"
Is a Core an anatomical part of a pumpkin?,"No.   The context refers to the flesh and skin of the pumpkin, not a core.","['the flesh of the pumpkin. Cut it entirely in half.', 'on the top of the pumpkin, and not fall in.', 'a person. Use your pumpkin as the head of a mummy or zombie in your yard, put a wig on it, or add other embellishments that make it look more human (or monstrous, as the case may be). Peel your pumpkin. Draw a design on your pumpkin and then use a knife to only cut deep enough to pierce the skin. You want to expose the pumpkin’s flesh without cutting the flesh. Draw an outline with your knife and then dig the knife beneath the pumpkin’s skin as you pull the skin back.']"
Is a Shell an anatomical part of a pumpkin?,Yes.,"['the flesh of the pumpkin. Cut it entirely in half.', 'This should not take too much effort, and pumpkin shells are not particularly rough.', 'on the top of the pumpkin, and not fall in.']"
Is a Peel an anatomical part of a pumpkin?,Yes.,"[""1.4 Similar to peeling a potato, push the peeler in a straight line, starting from the side closest to you and moving to the side farthest from you. You should aim to make peels that are about 1 inch (2.5 cm) wide and are as long as the pumpkin's side. Try to only cut off the skin and leave the flesh intact. The skin is the outermost layer that covers the thicker flesh."", 'the flesh of the pumpkin. Cut it entirely in half.', '2.2 Similar to using a vegetable peeler, you will want to place the pumpkin on a cutting board, with one of the flat surfaces facing towards your body. Hold the knife in your fist with the blade pointing outwards.']"
"What is the edibility of a pumpkin's Peel - can it be eaten, should it be avoided or must it be avoided?",The context suggests the pumpkin peel should be removed before eating.,"[""1.4 Similar to peeling a potato, push the peeler in a straight line, starting from the side closest to you and moving to the side farthest from you. You should aim to make peels that are about 1 inch (2.5 cm) wide and are as long as the pumpkin's side. Try to only cut off the skin and leave the flesh intact. The skin is the outermost layer that covers the thicker flesh."", '2.2 Similar to using a vegetable peeler, you will want to place the pumpkin on a cutting board, with one of the flat surfaces facing towards your body. Hold the knife in your fist with the blade pointing outwards.', '1.3 Turn the pumpkin on its side on a cutting board so that one flat side faces towards you and the other flat side is away from you. Place the peeler in one hand and use the other hand to hold the pumpkin steady while you peel.']"
Is a Stem an anatomical part of a pumpkin?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', '1.11 Position the stem so that about an inch (2.54 centimeters) or so is behind the pumpkin. Tie the stem in place using a piece of floral wire. If you have any orange pipe cleaners left over, you can use one of those instead. If you are using a grapevine or willow wreath, you may be able to just stuff the stem down between the vines.', '2. Preserving a Decorative Whole Pumpkin\n2.1 The best option is a freshly harvested pumpkin with at least 2 inches (5 cm) of stem. A long stem is important because it helps wick away moisture from the pumpkin. A pumpkin with no stem or a very short stem is more likely to retain moisture.']"
"When cutting a pumpkin, what tool should be used?",Linoleum cutters or Dremel tools.,"['that’s usually used to carve wood, but it will easier slice through pumpkin skin. Look for Dremel tools at your local hardware or craft store. Dremel tools work great for cutting around curves that may be difficult to maneuver around with the linoleum cutter.Warning: Never touch the tip of a rotary tool while it’s spinning since it can cause serious injuries.', 'cutters have U-shaped blades that make it easy to carve material, and you can buy them from your local craft or hardware store. The inner skin of the pumpkin will look lighter than the outer skin, so it will be easy to see where you have and haven’t already carved. Keep your hands behind the cutter blade at all times so you don’t injure yourself if the tool slips.', 'How to Cut a Pumpkin\n1. Cutting a Baking Pumpkin']"
"When peeling a pumpkin, what tool should be used?",A vegetable peeler.,"['2.2 Similar to using a vegetable peeler, you will want to place the pumpkin on a cutting board, with one of the flat surfaces facing towards your body. Hold the knife in your fist with the blade pointing outwards.', 'that’s usually used to carve wood, but it will easier slice through pumpkin skin. Look for Dremel tools at your local hardware or craft store. Dremel tools work great for cutting around curves that may be difficult to maneuver around with the linoleum cutter.Warning: Never touch the tip of a rotary tool while it’s spinning since it can cause serious injuries.', ""1.4 Similar to peeling a potato, push the peeler in a straight line, starting from the side closest to you and moving to the side farthest from you. You should aim to make peels that are about 1 inch (2.5 cm) wide and are as long as the pumpkin's side. Try to only cut off the skin and leave the flesh intact. The skin is the outermost layer that covers the thicker flesh.""]"
Is a Core an anatomical part of a strawberry?,No.   The text describes removing the stem (hull) but doesn't mention a core.,"['3.3 Pull to gather slightly.\n3.4 Then pull the threads closed and stitch the stuffed strawberry together.\n4. Adding Leaves\n4.1 It\'s easiest to imagine a five-petaled flower shape for this; the ""petals"" will actually serve as the leaves that you find atop a real strawberry.\n4.2 This will sit on top of the dark green felt, in the center.', '2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of', 'the knife and checking the tenderness of the strawberry. Remove any solid parts if present inside the strawberry.']"
Is a Shell an anatomical part of a strawberry?,No.   The context describes removing the green stem (hull) from a strawberry.,"['3.3 Pull to gather slightly.\n3.4 Then pull the threads closed and stitch the stuffed strawberry together.\n4. Adding Leaves\n4.1 It\'s easiest to imagine a five-petaled flower shape for this; the ""petals"" will actually serve as the leaves that you find atop a real strawberry.\n4.2 This will sit on top of the dark green felt, in the center.', '2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of', '1.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any solid matter inside the strawberry by inserting the knife and checking the tenderness of the']"
Is a Peel an anatomical part of a strawberry?,Yes.,"[""the peels, stems, or pits from the fruit. If you're using large fruits, cut them into chunks before putting them in the blender. Berries: strawberries, blueberries, raspberries, blackberries"", 'the entire fruit after cutting the prickly outer skin.', 'the knife and checking the tenderness of the strawberry. Remove any solid parts if present inside the strawberry.']"
Is a Stem an anatomical part of a strawberry?,Yes.,"['2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of', '1.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any solid matter inside the strawberry by inserting the knife and checking the tenderness of the', 'stem, which is located in amongst the foliage, or leaves.']"
"What is the edibility of a strawberry's Stem - can it be eaten, should it be avoided or must it be avoided?",Strawberry stems are edible but don't taste good.,"['2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of', '1.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any solid matter inside the strawberry by inserting the knife and checking the tenderness of the', ""1.2 Hold a strawberry in 1 hand and pinch the green top leaves firmly between 2 fingers on your other hand. Gently twist and pull to remove the stem. The stems are edible, but they don't have a nice taste or texture, so removing them leaves you with just the tasty berry. Don’t slice off the tops because it just wastes some of the tasty red fruit near the top. Make sure to wait until after you wash the strawberries and are ready to slice them to remove the tops.""]"
"When cutting a strawberry, what tool should be used?","A small, sharp knife (a pairing knife works best).","[""2.1 It's best to let an adult do this, since it requires you to use a knife. Use a small, sharp knife (a pairing knife works best), holding it against the thumb of your dominant hand so about 1/2 inch of the tip sticks out beyond your thumb. Hold the strawberry in your opposite hand. Insert the tip of the knife into the top of the strawberry--under the leaves, where the red turns white--at a 45 degree angle. Turn the strawberry and the knife in opposite directions. Cut until your knife reaches"", '1.4 Carefully move the tip of the knife around the rim of the white center part, keeping it at an approximately 45-degree angle. Pop the hull out with the tip of the knife when you have cut all the way around it. If you still see a lot of white in the hole after you cut out the center, you might need to  trim a little deeper. You can also hold the knife in place and spin the strawberry around to make the cut.\n2. Cutting Strawberries into Different Sizes', '2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of']"
Is a Core an anatomical part of a squash?,"No.   The provided text discusses squash preservation and doesn't mention any anatomical parts like a ""core"".","['3. Exploring Different Varieties of Squash', 'allowing bacteria to get inside the squash and causing it to rot more quickly.', 'result, you are left with squash that retains its color, flavor, and most of its texture.']"
Is a Shell an anatomical part of a squash?,"No.   The context discusses types of squash and cooking methods, not anatomical parts.","['Zucchini\nYellow crook-neck or straight-neck\nMarrow squash\nScallop squash\nPattison squash, sometimes called ""spaceship"" or ""UFO"" squash\nCaserta squash\nLemon squash', '3. Exploring Different Varieties of Squash', 'result, you are left with squash that retains its color, flavor, and most of its texture.']"
Is a Peel an anatomical part of a squash?,Yes.,"['With a knife, slice just beneath the skin on one side of the squash. Then, slice all the way down the length of the squash until this strip is completely removed. Continue slicing off other strips of skin in this manner until you make it all the way around the squash.', 'result, you are left with squash that retains its color, flavor, and most of its texture.', ""2.2 Peel the squash like a potato, working from top to bottom. Discard all of the skin. Then, cut the squash's top away from the bottom, so that you have one small piece (the top) and one large piece (the bottom).""]"
"What is the edibility of a squash's Peel - can it be eaten, should it be avoided or must it be avoided?",Squash peel should be removed.,"[""1.3 Use a vegetable peeler or sharp knife to peel away the outer skin from vegetables like squash. For vegetables like carrots, potatoes, and cucumbers, the skins are edible and you can leave them on if you wish. Fruit and vegetable skins contain lots of nutrients, so if you aren't worried about aesthetics, leave the skins on instead of peeling them."", 'How to Peel a Butternut Squash', '3.2 Scrape the squash cavity until it is clear of seeds and pulp. Consider using an ice cream scoop to remove the seeds. Save the seeds! Seeds can be toasted and make for a healthy, light snack.\n3.3 Place your peeled squash in a sealed container or a storage bag. Remove excess air from the container or bag and put it in your refrigerator.']"
Is a Stem an anatomical part of a squash?,Yes.,"['1.2 Choose a squash with a stem that is still attached, and is firm and dry to the touch. Attached stems help keep bacteria out of the squash. The stem itself should be short and round, without excessive damage.', '3. Exploring Different Varieties of Squash', 'Zucchini\nYellow crook-neck or straight-neck\nMarrow squash\nScallop squash\nPattison squash, sometimes called ""spaceship"" or ""UFO"" squash\nCaserta squash\nLemon squash']"
"When cutting a squash, what tool should be used?","A large, sharp knife.","['1.4 Place the squash on a cutting board that has good grip. A smooth board such as one made from bamboo or marble may cause the squash to slip. A rough plastic or wooden board will offer you better grip while you cut.\n1.5 Use a large, sharp knife to cut along the dotted line you made earlier. The squash should be soft enough now that you can cut all the way through it. Then, pull the squash apart and cook it to your liking.\n2. Cutting a Squash for Long Strands', 'How to Cut Winter Squash', '1.4 Using a sharp chef\'s knife or serrated knife, cut the squash into 2 equal halves with a sawing motion. Cutting the squash will help it cook faster. When using your knife, hold the handle with your middle, ring and pinky finger, while using your thumb and index finger to hold the blade itself. This is called a ""blade grip"" and offers more control and balance than using all of your fingers to hold the handle.']"
"When peeling a squash, what tool should be used?",Vegetable peeler,"['2.5 Peel the skin away with your fingers and use a knife to dice the squash into 1-inch (2.5-cm) cubes. If you are having a hard time peeling the skin off by hand, you can shave it off with the knife.', '2.4 Grip your squash firmly with your non-dominant hand. Hold the vegetable peeler with your other hand. When choosing a vegetable peeler, select a peeler with a strong yet flexible blade that will be able to pierce through tough squash skin.\n2.5 As you complete a side, turn the squash and continue to peel. Continue until all the skin is removed.\n3. Preparing the Squash for Cooking', 'With a knife, slice just beneath the skin on one side of the squash. Then, slice all the way down the length of the squash until this strip is completely removed. Continue slicing off other strips of skin in this manner until you make it all the way around the squash.']"
Is a Core an anatomical part of a tomato?,Yes.,"['tomato, but these special tomato peelers have serrated blades that let them dig into the skin more easily.', 'to the side of the core. Push your knife into the tomato about 1/4”-1/2” deep. Cut out a small circle by twisting your knife. Pull up to remove the core.', 'the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.']"
Is a Shell an anatomical part of a tomato?,"No.   The context refers to a tortoise shell, not a tomato shell.","['tomato, but these special tomato peelers have serrated blades that let them dig into the skin more easily.', 'the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', ""1.2 The shell underneath the tortoise is called the plastron. Taking a look at this part of the shell is often the easiest way to tell a tortoise's sex. If the plastron is indented, or concave, it is most likely male. The concave plastron helps the male to more easily mount the female. If the plastron is flat or convex, it is most likely female. A flat or bulging plastron helps the female carry more eggs.""]"
