question,model_answer,context
Is a Stem an anatomical part of a peach?,Yes.,"['Top with the reserved peaches.\nSlice with a serrated knife.\nPhotograph by Yunhee Kim', 'Cut a thin strip of peach and insert into whipped cream at wide part of cone to look like a lily.', 'Hold each peeled peach gently in your left hand over a mixing bowl (if you are left handed reverse.)\nWith a stainless steel paring knife make a cut through to the pit, from stem to blossom end.\nMake another cut about 3/4 inch to the right of the first one along the outside of the peach.\nAngle the knife blade back so the cuts meet at the pit.\nTwist the knife blade upward slightly as a wedge of peach will fall into the bowl.']"
"When cutting a peach, what tool should be used?",A knife.,"['Taper one end into a point.\nUse a bamboo skewer, or the back of a knife, to indent a line midway into the peach shape, creating the seam of the peach.\nThis time, I garnished with leaves that I had on hand.', 'Cut the flesh into thin strips.\nCut the flesh from each orange section, carefully cutting between the membranes, and discard any seeds.\nKeep the fruit in separate piles.\nPeel the pineapple and cut away any eyes that may remain.\nCut the flesh into small pieces.\nCut the strawberries into thin slices.\nCut the plum in half and cut away and discard the pit.\nCut the flesh into thin slices.\nCut the peach in half and discard the pit.\nCut the peach flesh into half-inch cubes.', 'Slice fruit crosswise about 1/4 inch thick, cutting around pit to form rings.\nFor apples, core and slice crosswise; set aside.\nIn a bowl compine flour, sugar, and baking soda.\nMake well in center of flour mixture; set aside.\nIn another bowl whisk togther eggs, milk, melted butter, and vinegar.\nAdd egg mixture to flour mixture.\nStir until moistened.\nAdd about 1 teaspoons butter to a hot, large nonstick skillet or griddle.\nPlace a peach slice on hot skillet.']"
Is a Core an anatomical part of a pepper?,Yes.,"['Top with shaved parmesan (use a vegetable peeler for this) and more ground pepper.', ""Top with coarsely ground black pepper and it's complete."", '(You can check by poking the pepper and seeing how soft they are- the softer, the better.)']"
Is a Shell an anatomical part of a pepper?,"No, a shell is not an anatomical part of a pepper.","['(You can check by poking the pepper and seeing how soft they are- the softer, the better.)', 'Top with shaved parmesan (use a vegetable peeler for this) and more ground pepper.', '(Just enough to give the hint of flavor).\nTop with salt and fresh ground pepper.\nSlice and serve.']"
Is a Peel an anatomical part of a pepper?,Yes.,"['(You can check by poking the pepper and seeing how soft they are- the softer, the better.)', 'Do not peel the pepper under running water since that will wash away flavorful juices.\nOnce peeled, cut away stems, seeds and veins.', 'Do not peel the pepper under running water since that will wash away flavorful juices.\nOnce peeled, cut away stems, seeds and veins.']"
Is a Stem an anatomical part of a pepper?,Yes.,"['(You can check by poking the pepper and seeing how soft they are- the softer, the better.)', 'Bring stems up and over to center of top; form loops with remaining stems; secure with wooden picks.\nArrange chile pepper halves on top.', ""Top with coarsely ground black pepper and it's complete.""]"
"What is the edibility of a pepper's Stem - can it be eaten, should it be avoided or must it be avoided?",Avoid,"['Do not peel the pepper under running water since that will wash away flavorful juices.\nOnce peeled, cut away stems, seeds and veins.', 'Do not peel the pepper under running water since that will wash away flavorful juices.\nOnce peeled, cut away stems, seeds and veins.', 'Do not peel the pepper under running water since that will wash away flavorful juices.\nOnce peeled, cut away stems, seeds and veins.']"
"When cutting a pepper, what tool should be used?",Knife,"[""Gather the tools: cutting board, knife, bell pepper.\nCut off top.\nCut off bottom.\nRemove the core.\nCut main part of pepper in half.\nSlice the pepper in one direction.\nNow slice in the other direction.\nDon't forget the rest of the pepper!"", ""When chopping poblanos and other chiles, slice them from the inside (rib side) of the pepper for a cleaner cut.\nIf you have to cut through the thicker skin side it's easier for the knife to slip."", 'Cut pepper into smallish peices (small enough for a food processor to handle).\nAdd all ingredients to food processor.\nProcess until smooth.']"
Is a Core an anatomical part of a pineapple?,Yes.,"['Cut top off pineapple at the shoulder, scoop out flesh from the top to leave a small cavity.\nWith a thin sharp knife cut down carefully just within the skin right around the circumference until the bottom is almost reached.\nInsert the blade 1 inch from the base working it around in both directions to loosen the inside flesh.\nCut flesh into four segments from the top and remove one at a time by pressing pineapple base stem and removing the wedge with a fork.\nCut away the hard center core.', 'Lay the pineapple on its side and remove as many of the remaining eyes as possible by cutting small wedges out of the flesh.\nThe end result is a slippery, yellow, roughly cylindrical shape.\nHead out to your and fire it up.\nMedium heat.\nAgain, place the pineapple on its end.\nIn 4 long slices, separate the flesh of the pineapple from the core.\nThe core should be a well-defined circle of different texture than the rest of the flesh.', 'You can often find whole pineapples already peeled and cored in pouches or tall plastic containers.\nCheck the fresh produce section.']"
"What is the edibility of a pineapple's Core - can it be eaten, should it be avoided or must it be avoided?","The core of a pineapple can be eaten, but it is often avoided due to its tough texture.","['Cut away the skin from the pineapple, then halve and remove the core.\nRoughly cut up the flesh.\nPeel and roughly chop the carrots and ginger root.\nPush the carrot, ginger, and pineapple through a juicer and pur into a glass.\nAdd ice and serve immediately.', 'Cut peel from pineapple in a thin layer and discard, then trim outer layer of pineapple, cutting just deep enough to remove eyes but allowing pineapple to remain intact, and transfer trimmings to a blender.\nQuarter pineapple lengthwise and cut out core, then coarsely chop core and transfer to blender.\nPuree with 2 cups water until smooth.\nPour through a fine-mesh sieve into a 2-quart glass measure, pressing hard on solids (discard solids), then add enough water to measure 8 cups pineapple broth.', 'Using a sturdy, harp knife, cut the top and bottom off of the pineapple.\nSet the pineapple upright on a cutting board.\nWorking from the top to the bottom, slice off the dark, prickly outside skin.\nCut out any remaining eyes or possibly dark spots.\n(A strawberry huller works well for this.)\nCut the pineapple lengthwise into quarters, being careful to capture any juices.\nCut lengthwise again to remove the tough inner core on each quarter.']"
Is a Shell an anatomical part of a pineapple?,No.,"['Shape mixture with hands into pineapple shape.\nDecorate ""pineapple"" with sliced stuffed olives and cap with a fresh pineapple top.\nServe with crackers.', 'Cut top off pineapple at the shoulder, scoop out flesh from the top to leave a small cavity.\nWith a thin sharp knife cut down carefully just within the skin right around the circumference until the bottom is almost reached.\nInsert the blade 1 inch from the base working it around in both directions to loosen the inside flesh.\nCut flesh into four segments from the top and remove one at a time by pressing pineapple base stem and removing the wedge with a fork.\nCut away the hard center core.', 'Cool slightly.\nSpoon pineapple into prepared pastry shells; top with pudding and chopped macadamia nuts.']"
Is a Peel an anatomical part of a pineapple?,"No, a peel is not an anatomical part of a pineapple, but rather the skin that is removed from it.","['You can often find whole pineapples already peeled and cored in pouches or tall plastic containers.\nCheck the fresh produce section.', 'To peel and cut the pineapple, slice off the two ends and then cut the pineapple lengthways, into eight boat-shaped pcs.\nNext, remove the hard core from the centre of each piece.\nRemove the skin by peeling it from one end to the other with a sharp knife, using a sawing action.\nMake sure all the eyes are removed, then cut each piece into 5cm pcs.\nBring 600ml water to the boil in a karahi (Balti pan) or possibly saucepan and add in the pineapple and cassia or possibly cinnamon.', 'Then place right side up, and working around the pineapple, cut the skin off in strips, so youre left with a skinless pineapple.\nBig pineapples have very tough cores, so normally youd cut them out, but the cores on baby pineapples I find to be tender enough to eat.\nI welcome the change in texture, actually!\nCut into slices after the skin is removed.']"
"What is the edibility of a pineapple's Peel - can it be eaten, should it be avoided or must it be avoided?","The peel of a pineapple can be eaten, but it's often avoided due to its tough and fibrous texture. However, it can be made edible by boiling it until it's soft and mushy.","['Using a large sharp knife, trim off the top and bottom of the pineapple and slice off the skin.', 'Wash the pineapples.\nUse a sharp knife and cutting board to remove the peeling.\nCut into one-inch pieces.\nTransfer to a deep pot.\nI use an 8 quart pot.\nUse the knife to slice the pineapple off the core.\nDiscard the core.\nDice into one-inch pieces.\nAdd to pot.\nAdd enough water to the pot to cover the pineapple.\nBring to a boil on high and boil on medium-high until the pineapple and skin are soft and mushy.\nRemove the pot from the stove.', 'Cut the top and the bottom of the pineapple off (reserve the top for garnish, if desired).\nUsing a sharp knife, carefully carve around the inside of the pineapple going all the way from the top to the bottom, making sure to not cut through the peel.\nPush the pineapple flesh out of the peel.\nThen slice the pineapple, carve out the core and cut the pineapple flesh into chunks.\nSet the cut pineapple peel upright on a serving tray covered in paper towels.']"
Is a Stem an anatomical part of a pineapple?,"No, a stem is not an anatomical part of a pineapple fruit, but rather part of the pineapple plant.","['Here is the pineapple I picked off the plant in the picture when I cut the top off I will plant it and have another pineapple plant\nHere is a pineapple fruit coming up.\nI three coming at once.\nThe red in the middle is the start of the fruit', 'Next, cut off the top and bottom of the pineapple, peel the outside, and use a sharp knife to remove the ""eyes.""\nCut the pineapple in half lengthwise and remove the core by cutting a ""V"" down the center of each half.\nAgain, place the pineapple halves, cut side down, on a board and slice them straight across into 1/2-inch-thick slices.\nFan the slices out and arrange them next to the melon on the platter.\nOnce the base is set, you can add any kind of fruit that\'s available.', 'Assemble the pineapple stem.\nI used a plastic dome mold to give my pineapple stem its final shape.\nYou could also use a small glass bowl.\nPlace a small dollop of white chocolate in the bottom of the mold.\nAdd leaves resting the ends in the chocolate and the tops along the side of the bowl.\nAdd another layer.\nContinue this process to make as big of a stem as you like.\nWhen the chocolate has set, pop the stem out of the mold.']"
"When cutting a pineapple, what tool should be used?","A knife, about the size of a steak knife.","[""To make the fruit boat': Cut a whole pineapple in half lengthwise.\nUsing a knife about the size of a steak knife, make a cut around the perimeter of the fruit-side of the pineapple about a 1/2 inch from the edge.\nWhile cutting, carefully aim your knife at a diagonal towards the inside of the fruit.\nWhen you are cutting around the top of the pineapple by the stalk, leave a slightly wider edge so that the stalk has support and does not fall forward."", 'Cut in a circle around the edge just inside the skin.\nYou\'ve now created a long cylinder of pineapple flesh which\'s connected to the shell only at the bottom.\nTo separate the bottom of this fruit cylinder, insert the knife into the side of the pineapple, about 1 inch from the bottom.\nWithout enlarging the hole which is the knife\'s entry point into the fruit, fan the blade back and forth, cutting through the inside fruit cylinder in a large ""V"".\nRepeat this procedure on the opposite side.', 'Cut in a circle around the edge just inside the skin.\nYou\'ve now created a long cylinder of pineapple flesh that\'s connected to the shell only at the bottom.\nTo separate the bottom of this fruit cylinder, insert the knife into the side of the pineapple, about 1 inch from the bottom.\nWithout enlarging the hole that is the knife\'s entry point into the fruit, fan the blade back and forth, cutting through the inside fruit cylinder in a large ""V"".\nRepeat this procedure on the opposite side.']"
"When peeling a pineapple, what tool should be used?",A sharp knife.,"['Wash the pineapples.\nUse a sharp knife and cutting board to remove the peeling.\nCut into one-inch pieces.\nTransfer to a deep pot.\nI use an 8 quart pot.\nUse the knife to slice the pineapple off the core.\nDiscard the core.\nDice into one-inch pieces.\nAdd to pot.\nAdd enough water to the pot to cover the pineapple.\nBring to a boil on high and boil on medium-high until the pineapple and skin are soft and mushy.\nRemove the pot from the stove.', 'Using a large sharp knife, trim off the top and bottom of the pineapple and slice off the skin.', 'To peel and cut the pineapple, slice off the two ends and then cut the pineapple lengthways, into eight boat-shaped pcs.\nNext, remove the hard core from the centre of each piece.\nRemove the skin by peeling it from one end to the other with a sharp knife, using a sawing action.\nMake sure all the eyes are removed, then cut each piece into 5cm pcs.\nBring 600ml water to the boil in a karahi (Balti pan) or possibly saucepan and add in the pineapple and cassia or possibly cinnamon.']"
Is a Core an anatomical part of a pumpkin?,"No, the context does not mention a ""core"" as an anatomical part of a pumpkin, but rather refers to the ""seeds and flesh"" and the ""flesh"" of the pumpkin.","['Scoop out seeds and flesh from pumpkin.\nCarefully clean inside surface of pumpkin, scraping with small sharp knife.\nCut decorative top edge on pumpkin, if desired.', 'To serve, scrape the pumpkin flesh and stir into the apple mixture.\nPhotograph by David Malosh', 'Cut the pumpkin into six sections and top with cranberry chutney.']"
Is a Shell an anatomical part of a pumpkin?,Yes.,"['Serve in a hollowed-out tomato or mini pumpkin shell.', 'Serve in a hollowed out pumpkin with floating pumpkin chunks.', 'To serve, scrape the pumpkin flesh and stir into the apple mixture.\nPhotograph by David Malosh']"
Is a Peel an anatomical part of a pumpkin?,Yes.,"['Remove the peel and any seeds and fiber from the pumpkin and cut the flesh into pieces.\nThe peel is extremely hard and you have to cut it away by laying the slices or chunks flat on a board, cut side down, and then pressing down with a large heavy knife to cut the skin off.\nPut the pieces in a large pan with only about 1 1/2 cups stock (it will not cover the pieces), and simmer, covered, for 15 minutes, or until the pumpkin is tender.', 'Preheat the oven to 400 degrees F.\nTo peel the pumpkin, halve it, and then scoop out the seeds.\nCut it into wedges, carve the flesh away from the skin, and then chop it into 1-inch cubes.\n(If using butternut squash, cut the squash in half, separating the upper half from the bulbous bottom.\nUse a sharp vegetable peeler or paring knife to trim away the skin.\nChop the squash into 1-inch cubes.)', ""Peel (it's really easy if the pumpkin is ready!\n), then put into a blender until smooth.""]"
"What is the edibility of a pumpkin's Peel - can it be eaten, should it be avoided or must it be avoided?","The peel of a pumpkin should be avoided and must be removed before eating, as it is extremely hard.","['Remove the peel and any seeds and fiber from the pumpkin and cut the flesh into pieces.\nThe peel is extremely hard and you have to cut it away by laying the slices or chunks flat on a board, cut side down, and then pressing down with a large heavy knife to cut the skin off.\nPut the pieces in a large pan with only about 1 1/2 cups stock (it will not cover the pieces), and simmer, covered, for 15 minutes, or until the pumpkin is tender.', 'Take the two halves and place them face down on a baking sheet or 9x13 pan.\nCover with tin foil and bake at 300 degrees until the pumpkin is soft enough to be pierced easily with a fork.\nAt this point it will be easy to scoop out the inside and throw away the skin.\nYou may want to go over it really good with a potato masher or zip it in the food processor for a moment to make it more of a puree before the next step.', 'Preheat the oven to 400 degrees F.\nTo peel the pumpkin, halve it, and then scoop out the seeds.\nCut it into wedges, carve the flesh away from the skin, and then chop it into 1-inch cubes.\n(If using butternut squash, cut the squash in half, separating the upper half from the bulbous bottom.\nUse a sharp vegetable peeler or paring knife to trim away the skin.\nChop the squash into 1-inch cubes.)']"
Is a Stem an anatomical part of a pumpkin?,Yes.,"[""Add to gelatin for the pumpkin's stem.\nTint COOL WHIP with food coloring; use to decorate dessert with remaining ingredients."", 'Very soon, you will start to see a pumpkin shape forming.\nGo ahead and put down a dollop of frosting where you want your stem to be.\nYou can make it as high as you would like, just be sure to use frosting in between each layer.\nOnce you are happy with your shape, you can begin frosting it!\nPut about 3/4 of the frosting into a bowl and add orange food coloring.\nThis can be as little as two drops or as much a 12, depending on how orange you want it.', 'Press rolls together to form a flat oval shape.\nWith a knife, cut out a wide ""V"" shape in side of oval.\nRotate ""V"" about a quarter turn and tuck the point under the pumpkin to form a stem.\nTrim, if necessary.\nPlace on a sprayed baking sheet.\nCut out 3 large triangles for eyes and a nose, and a large crescent shape mouth.\nLeave some teeth in, if desired.\nCut 3 curved lines from top to bottom, almost all the way through the dough.\nBrush with egg and let rise for 30 minutes.']"
"When cutting a pumpkin, what tool should be used?",A knife.,"['Scoop out seeds and flesh from pumpkin.\nCarefully clean inside surface of pumpkin, scraping with small sharp knife.\nCut decorative top edge on pumpkin, if desired.', 'Cut pumpkin in half, remove seeds and as much of the ""stringy stuff"" as you can, and chop into pieces approximately 1-1.5 inches by 1.5-2.5 inches.\nSlice off skin, taking off as little flesh as you can.\nMeasure to make sure you have approximately one quart of pumpkin pieces (either pack well into a measuring cup or fill a calibrated 1/2 gallon or 1 gallon measure to the quart line and drop in pieces until water hits the 1/2 gallon line, then drain water.\n).', ""It's easiest to work your knife around the top of the pumpkin at a 45-degree angle.\nYou want to cut off enough of the top to make it easy for you to work inside the pumpkin.\nClear away the seeds and strings from the cap and from inside the pumpkin.\nSeason the inside of the pumpkin generously with salt and pepper, and put it on the baking sheet or in the pot.\nToss the bread, cheese, garlic, bacon, and herbs together in a bowl.""]"
"When peeling a pumpkin, what tool should be used?",A large heavy knife.,"[""Peel (it's really easy if the pumpkin is ready!\n), then put into a blender until smooth."", 'Remove the peel and any seeds and fiber from the pumpkin and cut the flesh into pieces.\nThe peel is extremely hard and you have to cut it away by laying the slices or chunks flat on a board, cut side down, and then pressing down with a large heavy knife to cut the skin off.\nPut the pieces in a large pan with only about 1 1/2 cups stock (it will not cover the pieces), and simmer, covered, for 15 minutes, or until the pumpkin is tender.', 'Scoop out seeds and flesh from pumpkin.\nCarefully clean inside surface of pumpkin, scraping with small sharp knife.\nCut decorative top edge on pumpkin, if desired.']"
Is a Core an anatomical part of a strawberry?,No.,"['Top each with a strawberry half.', 'Top with fresh strawberries.', ""After a bite.\nYou can see the strawberry bits inside.\nThe strawberry color is beautiful, isn't it?""]"
Is a Shell an anatomical part of a strawberry?,No.,"['Spoon some passionfruit pulp over top of each filled shell and top each with a slice of strawberry.', 'Spoon into prepared shells; top with strawberries.', 'Top each with a strawberry half.']"
Is a Peel an anatomical part of a strawberry?,No.,"['Decorate with slices of strawberry.', 'Stab with a fringed toothpick or small plastic sword ment for drinks for an impaled strawberry.\nBeheaded strawberries can be made from adding red gel to the top of the strawberry.', ""After a bite.\nYou can see the strawberry bits inside.\nThe strawberry color is beautiful, isn't it?""]"
Is a Stem an anatomical part of a strawberry?,Yes.,"['Top the tree with 1 strawberry facing up vertically.', 'These will be your strawberry stems.\nCover your cookie sheet or tray with waxed paper.\nRemove 1/2 of dough, leave the rest covered.\nShape by tablespoonful into a ball then add a point on one end and flatten the other end to get the approximate shape of a strawberry.\nWith the red and green sugars on separate saucers or pie pans, roll the pointed end in the red sugar, then dip the flat end in the green sugar.', 'Stab with a fringed toothpick or small plastic sword ment for drinks for an impaled strawberry.\nBeheaded strawberries can be made from adding red gel to the top of the strawberry.']"
"What is the edibility of a strawberry's Stem - can it be eaten, should it be avoided or must it be avoided?",Must be avoided.,"['Stab with a fringed toothpick or small plastic sword ment for drinks for an impaled strawberry.\nBeheaded strawberries can be made from adding red gel to the top of the strawberry.', 'slowly lower the top and slice into the strawberry just to the point that it is about to cut through.\nPull the strawberry out and spread the slices.', 'Cut the 3rd strawberry to slide on the side of the bowl.\nEnjoy!\nI like to eat with orange juice.']"
"When cutting a strawberry, what tool should be used?",A knife.,"['Stab with a fringed toothpick or small plastic sword ment for drinks for an impaled strawberry.\nBeheaded strawberries can be made from adding red gel to the top of the strawberry.', 'Dip knife into warm water and wipe dry before cutting slices.\nGarnish with strawberries.', 'DUH, wash the strawberries.\nSlice them tops off (ya know, the green, leafy end?\n).\nUse a knife (NOT A BUTTER KNIFE.\nIf you are scared of things sharper than a spork, please have someone else do this part for you.)\nto core out the center of each strawberry.\nIf you are a fancy pants, you probably have some neat kitchen tool specifically designed to do that for you.\nDo your thang.\nAdd a small drop of the vinegarette to the hollowed out center of the strawberry.']"
Is a Core an anatomical part of a squash?,"No, a core is not explicitly mentioned as an anatomical part of a squash in the provided context, but seeds and cavities are, implying the presence of a core.","['Halve this section and remove the seeds from the cavities with a metal spoon and discard.\nCut the squash into uniform 1/2-inch cubes.', ""Enjoy!\nThe squash's texture is reminiscent of cooked cabbage.\nVery light and pleasant, can easily be modified."", 'Slice squash into wedges to serve.']"
Is a Shell an anatomical part of a squash?,Yes.,"['Scoop back into the reserved squash shell and serve.', 'When the squash halves are cool, scoop out and discard the seeds from each half, then make a slit in the flesh along the middle, from the blossom to the stem end of each half, taking care not to cut through the skin.\nPry open the slit and push the pulp to the edges.\nFill the cavity with sausage, dividing it evenly among the halves and heaping it high.\nAdd a generous helping of bread crumbs on top and dot with butter.', 'Scoop squash out of shell.\nAdd cheese, butter and pine nuts and blend.\nSalt and pepper to taste.']"
Is a Peel an anatomical part of a squash?,Yes.,"['Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)', 'Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)', 'Cut the squash into two pieces by cutting across the squash separating the neck from the bulbous lower portion.\nThis will make the squash easier to handle when peeling.\nUsing a good vegetable peeler, peel away the tough outside skin.\nI dont know why a vegetable peeler works so well, but it does.\nPlace peeled squash on a cutting board and slice in half lengthwise.\nThe bulbous portion of the squash contains the seeds.\nUsing a spoon, scoop out the seeds.']"
"What is the edibility of a squash's Peel - can it be eaten, should it be avoided or must it be avoided?","The peel of a squash should be avoided, as it is removed and discarded in the provided instructions.","['Allow squash to cool enough to handle.\nRemove peel with paring knife, and cut peeled squash into pieces of approximately 1-2 inches.\nPut pieces in food processor, along with the rest of the ingredients.\nPuree until smooth.', 'Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)', 'Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)']"
Is a Stem an anatomical part of a squash?,Yes.,"['Slice squash into wedges to serve.', 'Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)', 'Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)']"
"When cutting a squash, what tool should be used?",A sharp chef's knife or a vegetable peeler/paring knife.,"['Place 1 squash on a cutting board and make a diagonal cut about 1 1/2 inches from one end.\nRoll the squash a half turn and make another diagonal cut (in the same direction as the first cut) about 1 1/2 inches from the cut end of the squash.\nRepeat with the rolling and cutting until you reach the end of the squash.\n(This is called a roll cut; watch for more tips.)\nRepeat with the remaining squash, place in a large bowl, and set aside.', 'Preheat the oven to 400.\nCut the squash in half through the stem and blossom ends.\nScoop out all the seeds and fibers so the flesh is clean.\nPlace each half cut side down, and, with a sharp chefs knife, cut straight across to trim the ends of the squash.\nThen cut the squash into even slices (cutting crosswise) or wedges (cutting lengthwise)all about 2 inches thick at the widest part.\nRemove the peel from the squash slices with a sharp vegetable peeler or paring knife.', 'The large bell-shaped squash may seem a bit daunting to chop at first, but its actually one of the easiest squash to handle.\nUsing a large chefs knife, slice a bit off the ends to create flat surfaces.\nHalve the squash crosswise between its narrow and bulbous ends.\nStand the slender, solid neck piece on one flat end and remove the tough outer peel by slicing from top to bottom with a chefs knife.\nUse a vegetable peeler to pare off the skin from the round section.']"
"When peeling a squash, what tool should be used?",A vegetable peeler or a paring knife.,"['Cut the squash into two pieces by cutting across the squash separating the neck from the bulbous lower portion.\nThis will make the squash easier to handle when peeling.\nUsing a good vegetable peeler, peel away the tough outside skin.\nI dont know why a vegetable peeler works so well, but it does.\nPlace peeled squash on a cutting board and slice in half lengthwise.\nThe bulbous portion of the squash contains the seeds.\nUsing a spoon, scoop out the seeds.', 'Allow squash to cool enough to handle.\nRemove peel with paring knife, and cut peeled squash into pieces of approximately 1-2 inches.\nPut pieces in food processor, along with the rest of the ingredients.\nPuree until smooth.', 'Cut squash in half lengthwise.\nRemove seeds and fibers.\nCut crosswise into 3 or 4 inch lengths to make peeling easier.\nCut peeled squash into 1/2"" wide strips, cut the strips into 1/2"" cubes.\nHeat butter over medium-high heat in skillet until light to medium brown.\nWatch closely to prevent burning.\nIf using a skillet with a dark interior, scoop some of the browning butter into a shiny spoon to check color.\nAdd squash cubes to butter.\nStir to coat well.\nCover and reduce heat to medium.']"
Is a Core an anatomical part of a tomato?,Yes.,"['Top with tomato and onion.', 'Tomatoes, peeled, seeded, juiced and diced.', 'Core tomatoes and cut a shallow X in bottom of each, then blanch tomatoes in boiling water 10 seconds.\nTransfer with a slotted spoon to an ice bath to stop cooking.\nPeel tomatoes using tip of a small paring knife, reserving skins.\nWith tomatoes standing on stem ends, cut off outer layer of flesh (follow curve of tomato) from each side, leaving seedy interior and reserving flesh and interior (with juices) separately.']"
Is a Shell an anatomical part of a tomato?,No.,"['Serve in a hollowed-out tomato or mini pumpkin shell.', '(Chopped tomato optional).\nEnjoy!', 'Hollow out tomotoes to make serving dishes.\nMix other ingredients.\nServe in tomatos.']"
Is a Peel an anatomical part of a tomato?,Yes.,"['Tomatoes, peeled, seeded, juiced and diced.', ""If you're unfamiliar with this technique, start by removing the core of the roma tomato and then cut an X in the top of the Roma, extending it down to the core, making sure to only cut through skin, not the flesh.\nDrop into boiling, salted water for about 30-60 seconds and then rapidly chill in an ice bath.\nWhen removed from the ice bath, you'll notice that the skin on the tomato has started to peel back slightly."", 'Core tomatoes and cut a shallow X in bottom of each, then blanch tomatoes in boiling water 10 seconds.\nTransfer with a slotted spoon to an ice bath to stop cooking.\nPeel tomatoes using tip of a small paring knife, reserving skins.\nWith tomatoes standing on stem ends, cut off outer layer of flesh (follow curve of tomato) from each side, leaving seedy interior and reserving flesh and interior (with juices) separately.']"
"What is the edibility of a tomato's Peel - can it be eaten, should it be avoided or must it be avoided?","The peel of a tomato can be eaten, but it is often recommended to avoid it as it can be tough and stringy when cooked. It is not toxic and does not need to be avoided for safety reasons, but rather for texture and palatability.","['If tomatoes are even partially ripe, peeling is recommended to avoid tough, stringy bits forming during cooking.\nSlice peeled tomatoes; sprinkle with salt and let stand for several hours or overnight.\nDrain well.\nPeel, core and quarter apples and stick a clove in each quarter.\nPeel and slice onions, Stir in sugar, vinegar and water.\nMix to combine.\nBring to a boil, reduce heat and cook slowly for about 3 hours.\nstir often to avoid scorching.', 'Remove peels on tomatoes.\nThis is not done in the ordinary way of peeling, say apples.\nThe easiest way to do this is to put them a few at a time in boiling water for about one half minute.\nThen rinse them in cold water.\nNow remove the skin with a knife.\nThe skin should almost fall off, but leave the tomato flesh whole.\nPlace peeled tomatoes in a large kettle or Dutch oven.\nAdd remaining ingredients.\nBring mixture to a boil.\nReduce heat and cover.\nSimmer for about 10 minutes.', 'alternative is to have ready canned peeled whole tomatoes.']"
Is a Stem an anatomical part of a tomato?,Yes.,"['Tomatoes, peeled, seeded, juiced and diced.', 'Make a criss cross slit in the side of the tomato opposite to the stem.\nStick a fork through the stem, and sear the tomato over a flame for 20-30 seconds.\nWhen the skin has begun to burst, soak the tomato in cold water and peel it.', 'I didnt have any tomatoes... so I left that part out this time.']"
"What is the edibility of a tomato's Stem - can it be eaten, should it be avoided or must it be avoided?",The stem of a tomato should be avoided.,"['Make a criss cross slit in the side of the tomato opposite to the stem.\nStick a fork through the stem, and sear the tomato over a flame for 20-30 seconds.\nWhen the skin has begun to burst, soak the tomato in cold water and peel it.', 'The tomato will be really soft, so you can eat it with a spoon.', ""I don't like canned crushed tomatoes, because they often contain low-quality tomato paste that can give dishes an unpleasant metallic taste.""]"
"When cutting a tomato, what tool should be used?",Paring knife or melon baller.,"[""Special equipment: a piping bag fitted with a small tip or small spoon; a melon baller or paring knife\nWorking one at a time, cut a small slice off the bottom of any tomato that won't stand flat.\nCut off the top 1/8-inch of each tomato, and scoop out the top 1/4-inch of flesh, using either a melon baller or a paring knife.\nCombine the basil, Parmesan, almonds, oil and salt in a food processor; pulse, scraping down the sides, until the mixture forms a paste."", 'Cut tomatoes in half lengthwise.\nPlace a box grater in a wide bowl, and using the large holes of the grater, grate tomatoes by rubbing the cut side against the grater, with the skin side cupped in your hand.\nWhen you feel the holes of the grater against the inside of the tomato skin, you are done.\nTurn on a food processor fitted with a steel blade and drop in the garlic.\nWhen it is chopped and adhering to the sides of the bowl, stop the machine and scrape down the sides with a spatula.', 'Cut into 1 inch pieces.\nFor fresh tomatoes, wash and core tomatoes.\nCut into small pieces.\nEnjoy!']"
