question,model_answer,context
Is a Shell an anatomical part of an orange?,"No.   The context describes removing the skin and pith of an orange, leaving a ""skeleton"".  This implies the shell is not an internal part.","['orange. Also, sometimes the hourglass shape may be a single triangle or dot.', 'Over a small bowl, supreme the blood oranges: Start by removing the top and bottom of the oranges, then place one of the flat ends of the orange on your cutting board and cut the skin off the outside while preserving the round shape.\nBe sure to remove all of the white pith.\nPick the orange up and cut each section out of the orange in between the membranes.\nYou will have lovely tender sections of the orange without any of the white membranes.\nYou will be left with a ""skeleton"" of the orange.', 'Orange. Orange pertains to reproductive organs and emotions. Looked at positively, it indicates energy and stamina, creativity, productivity, adventurousness, courage or an outgoing social nature. Looked at negatively, it can speak to current stress related to appetites and']"
Is a Peel an anatomical part of an orange?,Yes.,"['2. Creating an Orange Peel Texture', 'How to Peel an Orange\n1. Using your Hands', 'How to Eat an Orange\n1. Peeling and Cutting Oranges']"
"What is the edibility of an orange's Peel - can it be eaten, should it be avoided or must it be avoided?",Orange peels should be avoided.,"['How to Eat an Orange\n1. Peeling and Cutting Oranges', 'Remove the orange peels before serving or warn everyone not to eat them.', '1.2 Scrub your oranges with a bristled brush under cool, running water. Brush over the entire rind to get rid of any dirt, germs, or pesticides that are sticking to the surface of the peel. Afterward, blot the fruit dry with a clean towel.Avoid using any soaps or cleaners to wash off your oranges. Since you’ll be eating the peel, you don’t want to be tasting any soap or harmful chemicals.']"
"What is the edibility of an orange's Peel - can it be eaten, should it be avoided or must it be avoided?",Orange peels should be avoided.,"['How to Eat an Orange\n1. Peeling and Cutting Oranges', 'Remove the orange peels before serving or warn everyone not to eat them.', '1.2 Scrub your oranges with a bristled brush under cool, running water. Brush over the entire rind to get rid of any dirt, germs, or pesticides that are sticking to the surface of the peel. Afterward, blot the fruit dry with a clean towel.Avoid using any soaps or cleaners to wash off your oranges. Since you’ll be eating the peel, you don’t want to be tasting any soap or harmful chemicals.']"
Is a Stem an anatomical part of an orange?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'orange. Also, sometimes the hourglass shape may be a single triangle or dot.', 'melon and an orange - voila! You have a mixed-up mnemonic.']"
"When cutting an orange, what tool should be used?",Fingers.,"[""1.2 Cut the orange on the counter or table if you can. Cutting on a sturdy surface is easier than cutting the orange in your hand. Be sure to use a cutting surface so you don't cut into your countertop or table. If you have a counter made for cutting, or you don't mind nicks, the cutting board is not absolutely necessary."", ""1.2 Peel the skin from the oranges first. You can then use your fingers to pull the oranges apart into individual sections. Oranges are divided into sections naturally, so it's usually not necessary to use a knife when cutting oranges."", 'How to Cut an Orange\n1. Wedging an Orange\n1.1 Make sure you have a good grip with your fingers so the orange doesn’t slip while you’re cutting it.\n1.2 Cut starting at the stem-end of the orange (the top of the fruit that was attached to the tree), and ending at the blossom-end (the bottom of the fruit).\n1.3 The inside part of the orange should be facing downward.']"
"When cutting an orange, what tool should be used?",Fingers.,"[""1.2 Cut the orange on the counter or table if you can. Cutting on a sturdy surface is easier than cutting the orange in your hand. Be sure to use a cutting surface so you don't cut into your countertop or table. If you have a counter made for cutting, or you don't mind nicks, the cutting board is not absolutely necessary."", ""1.2 Peel the skin from the oranges first. You can then use your fingers to pull the oranges apart into individual sections. Oranges are divided into sections naturally, so it's usually not necessary to use a knife when cutting oranges."", 'How to Cut an Orange\n1. Wedging an Orange\n1.1 Make sure you have a good grip with your fingers so the orange doesn’t slip while you’re cutting it.\n1.2 Cut starting at the stem-end of the orange (the top of the fruit that was attached to the tree), and ending at the blossom-end (the bottom of the fruit).\n1.3 The inside part of the orange should be facing downward.']"
"When peeling an orange, what tool should be used?",A knife.,"['How to Peel an Orange\n1. Using your Hands', '3.3 Starting at the top and center of the orange, run a knife along the peel from the top of the orange to close to the bottom. Do this three or four times to create even sections for easy peeling. Try not to cut into the flesh of the orange.\n3.4 Once you have made incisions in the skin, carefully peel it off, starting at the top. Try to keep the peel as intact as possible.', ""2.3 After the orange has cooled for a few minutes and isn't hot to the touch, use a sharp knife to slice the peel. Slice into the orange from the top to the bottom. Make four vertical cuts, evenly spaced around the orange.\n2.4 Slide a finger under a section of peel and remove it from the orange. Perform this same task for each of the four sections of peel. Discard the peels or save them to use for another purpose.""]"
"When peeling an orange, what tool should be used?",A knife.,"['How to Peel an Orange\n1. Using your Hands', '3.3 Starting at the top and center of the orange, run a knife along the peel from the top of the orange to close to the bottom. Do this three or four times to create even sections for easy peeling. Try not to cut into the flesh of the orange.\n3.4 Once you have made incisions in the skin, carefully peel it off, starting at the top. Try to keep the peel as intact as possible.', ""2.3 After the orange has cooled for a few minutes and isn't hot to the touch, use a sharp knife to slice the peel. Slice into the orange from the top to the bottom. Make four vertical cuts, evenly spaced around the orange.\n2.4 Slide a finger under a section of peel and remove it from the orange. Perform this same task for each of the four sections of peel. Discard the peels or save them to use for another purpose.""]"
Is a Core an anatomical part of a peach?,Yes.,"['Top with the reserved peaches.\nSlice with a serrated knife.\nPhotograph by Yunhee Kim', '4. Separating the Core from a Peeled Apple', 'How to Eat a Peach']"
"What is the edibility of a peach's Core - can it be eaten, should it be avoided or must it be avoided?","The context suggests peach cores are removed before eating, implying they should be avoided.","['How to Eat a Peach', 'Recipe Variation: Cooking apples, which have been peeled, cored, and cut into 1/2-inch slices, may be used in place of the peaches.', 'may keep them from spoiling as quickly as unrefrigerated peaches, but it can also dehydrate and wrinkle the fruit.']"
Is a Shell an anatomical part of a peach?,"No.   The context discusses preparing and eating peaches, not their anatomy.","['Top with the reserved peaches.\nSlice with a serrated knife.\nPhotograph by Yunhee Kim', 'Option: Finely chop some peaches with the skin on, add some powdered sugar and press it around the circumference of the torte to give it a different look!', 'How to Eat a Peach']"
Is a Peel an anatomical part of a peach?,Yes.,"['How to Peel Peaches', 'corer or by slicing out the core with a knife. To peel peaches, plums, nectarines and other fruits with a thin skin, use the following process: slice an ""x"" in the skin at the top of the fruit. Bring a large pot of water to a boil. Boil the fruit for 30 seconds, then remove it from the pot and place it in a bowl of ice to cool down. Once cool enough to handle, pull off the peel with your fingers. Remove the pit by slicing the fruit in half and prying it out.', 'Peel: 2 ripe peaches.\nDip the peaches in boiling water for 10 to 15 seconds.\nSlip off the skins, cut the flesh away from the pits, and cut into medium dice.\nAdd: 1/2 small red onion, diced fine, 1 serrano or jalapeno chile, seeds and veins removed, diced fine, Juice of 1 lime, Salt, 1 to 2 tablespoons chopped cilantro.\nStir together and taste for salt, heat, and acid.\nAdjust with more salt, chile, and lime juice as needed.\nSubstitute other fruits for the peaches: papaya, mango, or melon.']"
Is a Stem an anatomical part of a peach?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'with the fruit in this way. Removing the stem can compromise the quality of the fruit for other prospective purchasers.', 'Top with the reserved peaches.\nSlice with a serrated knife.\nPhotograph by Yunhee Kim']"
"When cutting a peach, what tool should be used?",A clean kitchen knife.,"['How to Make Peach Slice', 'Taper one end into a point.\nUse a bamboo skewer, or the back of a knife, to indent a line midway into the peach shape, creating the seam of the peach.\nThis time, I garnished with leaves that I had on hand.', '2.4 Use a clean kitchen knife and cutting board to cut your peach in half, in quarters, or into slices. Dispose of the peach pit, or set it aside to add to your compost pile later. This is a helpful option, especially if you are going to be adding peaches to smoothies, shakes, or desserts.']"
Is a Core an anatomical part of a pepper?,Yes.,"['This part is trickier with smaller peppers like jalapenos. Switch to a small paring knife and gently work your knife around the edge of the flesh to remove the core. You could also leave the core in place if you want to preserve the pepper’s spiciness.', 'Top with shaved parmesan (use a vegetable peeler for this) and more ground pepper.', ""Top with coarsely ground black pepper and it's complete.""]"
Is a Shell an anatomical part of a pepper?,"No.   The context refers to the taste and preparation of peppers, not their anatomy.","['with the general description, such as ""spicy"" or ""bell pepper"".', 'mounds of pepper that can burn their noses or mouths.', 'can also be added to the mixture to flavor the peppers.']"
Is a Peel an anatomical part of a pepper?,Yes.,"['(You can check by poking the pepper and seeing how soft they are- the softer, the better.)', 'with the general description, such as ""spicy"" or ""bell pepper"".', ""2.2 Place the pepper point-side down on a cutting board, or hold firmly in your off-hand if you're comfortable cutting in-hand. Insert a sharp knife’s point into the top of each pleat, at the stem, and cut downward until you reach the point. Rotate the pepper and repeat until the flesh is separated into sections. Pull the sections outward, away from the stem, and they'll break off neatly.\n2.3 Now that all the flesh is accessible, complete the peeling process.""]"
Is a Stem an anatomical part of a pepper?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'inserted between the stem and the shoulder. Then rotate the pepper in one hand while holding the knife firmly in the other. The stem should come away cleanly.', '1.1 Most cooks will find it easiest to lay the pepper on its side, the stem toward your strong side (the right if you’re a righty), and then cut crosswise just below the “shoulders.” The entire stem and its base should come off in one piece. Depending on the pepper, there may be quite a bit of flesh remaining attached to the stem, which can be cut free and chopped if desired. Alternatively, the point of a sharp paring or similar knife can be inserted between the stem and the shoulder. Then']"
"What is the edibility of a pepper's Stem - can it be eaten, should it be avoided or must it be avoided?",Should be avoided.,"['inserted between the stem and the shoulder. Then rotate the pepper in one hand while holding the knife firmly in the other. The stem should come away cleanly.', 'Do not peel the pepper under running water since that will wash away flavorful juices.\nOnce peeled, cut away stems, seeds and veins.', 'Do not peel the pepper under running water since that will wash away flavorful juices.\nOnce peeled, cut away stems, seeds and veins.']"
"When cutting a pepper, what tool should be used?",Paring knife or chef's knife.,"[""Gather the tools: cutting board, knife, bell pepper.\nCut off top.\nCut off bottom.\nRemove the core.\nCut main part of pepper in half.\nSlice the pepper in one direction.\nNow slice in the other direction.\nDon't forget the rest of the pepper!"", '2.2 Set the pepper on a cutting board with the stem facing your stronger hand. Then, make a horizontal cut all the way through it with a paring knife. Plan on making the cut right underneath the rounded portion of the top. Since hot peppers are generally pretty small, use a paring knife for better results. You could also use a sharp chef’s knife for larger ones.', '3.3 Stand the pepper up on its end, then fit your knife through the cut portion. Note where the seeded, white core connects to the flesh. You need to cut through the white ribs on the flesh to free the core. Keep your knife close to the flesh, gradually shaving through the white portions until you are able to pull the core out. Check the pepper for any seeds or white fragments left inside. Pull these out with your knife, a spoon, or your finger. This part is trickier with smaller peppers like']"
Is a Core an anatomical part of a pineapple?,Yes.,"['2.3 The core is easy to see, as the fibers run up and down through the center of the pineapple, while the rest of the pulp runs horizontally. The core is the long piece in the middle, which will be a slightly different color than the rest of the pineapple. The core is a slightly paler yellow.', ""2.4 Place the pineapple on a cutting board skin-side down. Cut from the outer edge of the core on one side of it, going down and towards the middle as you do. Cut from the other edge of the core, and go down and towards the middle, ending up in the same spot you did when cutting from the other side. You'll end up with a triangular-shaped wedge that has the core in it. You can just pull it out with your knife or your fingers.\n3. Removing the Core with a Pineapple Corer"", ""1.4 The core is in the very center, so cut along the inside of each slice. As you cut off the inside edge, you'll get a triangle shape. Move from top to bottom to cut it all out. You can toss the core or save it for other uses.\n2. Coring a Pineapple Half with the Skin Still On""]"
"What is the edibility of a pineapple's Core - can it be eaten, should it be avoided or must it be avoided?","The core can be eaten, but it is often removed because it is tough and fibrous.","[""2.4 Place the pineapple on a cutting board skin-side down. Cut from the outer edge of the core on one side of it, going down and towards the middle as you do. Cut from the other edge of the core, and go down and towards the middle, ending up in the same spot you did when cutting from the other side. You'll end up with a triangular-shaped wedge that has the core in it. You can just pull it out with your knife or your fingers.\n3. Removing the Core with a Pineapple Corer"", 'Cut away the skin from the pineapple, then halve and remove the core.\nRoughly cut up the flesh.\nPeel and roughly chop the carrots and ginger root.\nPush the carrot, ginger, and pineapple through a juicer and pur into a glass.\nAdd ice and serve immediately.', 'How to Eat a Pineapple']"
Is a Shell an anatomical part of a pineapple?,"No.   The context describes preparing a pineapple for consumption, not its anatomy.","['Shape mixture with hands into pineapple shape.\nDecorate ""pineapple"" with sliced stuffed olives and cap with a fresh pineapple top.\nServe with crackers.', 'How to Draw a Pineapple', 'Cut top off pineapple at the shoulder, scoop out flesh from the top to leave a small cavity.\nWith a thin sharp knife cut down carefully just within the skin right around the circumference until the bottom is almost reached.\nInsert the blade 1 inch from the base working it around in both directions to loosen the inside flesh.\nCut flesh into four segments from the top and remove one at a time by pressing pineapple base stem and removing the wedge with a fork.\nCut away the hard center core.']"
Is a Peel an anatomical part of a pineapple?,Yes.,"['How to Peel a Pineapple', 'You can often find whole pineapples already peeled and cored in pouches or tall plastic containers.\nCheck the fresh produce section.', 'To peel and cut the pineapple, slice off the two ends and then cut the pineapple lengthways, into eight boat-shaped pcs.\nNext, remove the hard core from the centre of each piece.\nRemove the skin by peeling it from one end to the other with a sharp knife, using a sawing action.\nMake sure all the eyes are removed, then cut each piece into 5cm pcs.\nBring 600ml water to the boil in a karahi (Balti pan) or possibly saucepan and add in the pineapple and cassia or possibly cinnamon.']"
"What is the edibility of a pineapple's Peel - can it be eaten, should it be avoided or must it be avoided?",The context suggests the pineapple peel should be discarded.,"['How to Peel a Pineapple', 'Using a large sharp knife, trim off the top and bottom of the pineapple and slice off the skin.', 'Wash the pineapples.\nUse a sharp knife and cutting board to remove the peeling.\nCut into one-inch pieces.\nTransfer to a deep pot.\nI use an 8 quart pot.\nUse the knife to slice the pineapple off the core.\nDiscard the core.\nDice into one-inch pieces.\nAdd to pot.\nAdd enough water to the pot to cover the pineapple.\nBring to a boil on high and boil on medium-high until the pineapple and skin are soft and mushy.\nRemove the pot from the stove.']"
Is a Stem an anatomical part of a pineapple?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'How to Draw a Pineapple', 'How to Cut a Pineapple']"
"When cutting a pineapple, what tool should be used?",A steak knife.,"['How to Cut a Pineapple', ""To make the fruit boat': Cut a whole pineapple in half lengthwise.\nUsing a knife about the size of a steak knife, make a cut around the perimeter of the fruit-side of the pineapple about a 1/2 inch from the edge.\nWhile cutting, carefully aim your knife at a diagonal towards the inside of the fruit.\nWhen you are cutting around the top of the pineapple by the stalk, leave a slightly wider edge so that the stalk has support and does not fall forward."", 'Cut in a circle around the edge just inside the skin.\nYou\'ve now created a long cylinder of pineapple flesh which\'s connected to the shell only at the bottom.\nTo separate the bottom of this fruit cylinder, insert the knife into the side of the pineapple, about 1 inch from the bottom.\nWithout enlarging the hole which is the knife\'s entry point into the fruit, fan the blade back and forth, cutting through the inside fruit cylinder in a large ""V"".\nRepeat this procedure on the opposite side.']"
"When peeling a pineapple, what tool should be used?",A sharp knife.,"['How to Peel a Pineapple', 'Wash the pineapples.\nUse a sharp knife and cutting board to remove the peeling.\nCut into one-inch pieces.\nTransfer to a deep pot.\nI use an 8 quart pot.\nUse the knife to slice the pineapple off the core.\nDiscard the core.\nDice into one-inch pieces.\nAdd to pot.\nAdd enough water to the pot to cover the pineapple.\nBring to a boil on high and boil on medium-high until the pineapple and skin are soft and mushy.\nRemove the pot from the stove.', 'Using a large sharp knife, trim off the top and bottom of the pineapple and slice off the skin.']"
Is a Core an anatomical part of a pumpkin?,"No.   The context refers to the flesh and seeds of a pumpkin, not a core.","['the flesh of the pumpkin. Cut it entirely in half.', 'on the top of the pumpkin, and not fall in.', 'Scoop out seeds and flesh from pumpkin.\nCarefully clean inside surface of pumpkin, scraping with small sharp knife.\nCut decorative top edge on pumpkin, if desired.']"
Is a Shell an anatomical part of a pumpkin?,Yes.,"['the flesh of the pumpkin. Cut it entirely in half.', 'This should not take too much effort, and pumpkin shells are not particularly rough.', 'Serve in a hollowed-out tomato or mini pumpkin shell.']"
Is a Peel an anatomical part of a pumpkin?,Yes.,"[""1.4 Similar to peeling a potato, push the peeler in a straight line, starting from the side closest to you and moving to the side farthest from you. You should aim to make peels that are about 1 inch (2.5 cm) wide and are as long as the pumpkin's side. Try to only cut off the skin and leave the flesh intact. The skin is the outermost layer that covers the thicker flesh."", 'the flesh of the pumpkin. Cut it entirely in half.', '2.2 Similar to using a vegetable peeler, you will want to place the pumpkin on a cutting board, with one of the flat surfaces facing towards your body. Hold the knife in your fist with the blade pointing outwards.']"
"What is the edibility of a pumpkin's Peel - can it be eaten, should it be avoided or must it be avoided?",The context suggests the pumpkin peel should be removed before eating.,"[""1.4 Similar to peeling a potato, push the peeler in a straight line, starting from the side closest to you and moving to the side farthest from you. You should aim to make peels that are about 1 inch (2.5 cm) wide and are as long as the pumpkin's side. Try to only cut off the skin and leave the flesh intact. The skin is the outermost layer that covers the thicker flesh."", '2.2 Similar to using a vegetable peeler, you will want to place the pumpkin on a cutting board, with one of the flat surfaces facing towards your body. Hold the knife in your fist with the blade pointing outwards.', '1.3 Turn the pumpkin on its side on a cutting board so that one flat side faces towards you and the other flat side is away from you. Place the peeler in one hand and use the other hand to hold the pumpkin steady while you peel.']"
Is a Stem an anatomical part of a pumpkin?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', '1.11 Position the stem so that about an inch (2.54 centimeters) or so is behind the pumpkin. Tie the stem in place using a piece of floral wire. If you have any orange pipe cleaners left over, you can use one of those instead. If you are using a grapevine or willow wreath, you may be able to just stuff the stem down between the vines.', '2. Preserving a Decorative Whole Pumpkin\n2.1 The best option is a freshly harvested pumpkin with at least 2 inches (5 cm) of stem. A long stem is important because it helps wick away moisture from the pumpkin. A pumpkin with no stem or a very short stem is more likely to retain moisture.']"
"When cutting a pumpkin, what tool should be used?",Linoleum cutters or Dremel tools.,"['that’s usually used to carve wood, but it will easier slice through pumpkin skin. Look for Dremel tools at your local hardware or craft store. Dremel tools work great for cutting around curves that may be difficult to maneuver around with the linoleum cutter.Warning: Never touch the tip of a rotary tool while it’s spinning since it can cause serious injuries.', 'cutters have U-shaped blades that make it easy to carve material, and you can buy them from your local craft or hardware store. The inner skin of the pumpkin will look lighter than the outer skin, so it will be easy to see where you have and haven’t already carved. Keep your hands behind the cutter blade at all times so you don’t injure yourself if the tool slips.', 'How to Cut a Pumpkin\n1. Cutting a Baking Pumpkin']"
"When peeling a pumpkin, what tool should be used?",A vegetable peeler.,"['2.2 Similar to using a vegetable peeler, you will want to place the pumpkin on a cutting board, with one of the flat surfaces facing towards your body. Hold the knife in your fist with the blade pointing outwards.', 'that’s usually used to carve wood, but it will easier slice through pumpkin skin. Look for Dremel tools at your local hardware or craft store. Dremel tools work great for cutting around curves that may be difficult to maneuver around with the linoleum cutter.Warning: Never touch the tip of a rotary tool while it’s spinning since it can cause serious injuries.', ""1.4 Similar to peeling a potato, push the peeler in a straight line, starting from the side closest to you and moving to the side farthest from you. You should aim to make peels that are about 1 inch (2.5 cm) wide and are as long as the pumpkin's side. Try to only cut off the skin and leave the flesh intact. The skin is the outermost layer that covers the thicker flesh.""]"
Is a Core an anatomical part of a strawberry?,"No.   The context refers to removing the hull and stem, which are external parts.","['Top each with a strawberry half.', 'Top with fresh strawberries.', ""- [Audience] Strawberries. \n- This is a strawberry, okay. Couple things you wanna do. You wanna take off the hull, give it a little twist. If there's still a little hard piece in there, get a really sharp paring knife and just the tip goes in here, and you can turn the strawberry around and get that little hard piece of stem out, if you want.""]"
Is a Shell an anatomical part of a strawberry?,"No.   The context refers to a ""shell"" as a container for the strawberry filling.","['Spoon some passionfruit pulp over top of each filled shell and top each with a slice of strawberry.', '3.3 Pull to gather slightly.\n3.4 Then pull the threads closed and stitch the stuffed strawberry together.\n4. Adding Leaves\n4.1 It\'s easiest to imagine a five-petaled flower shape for this; the ""petals"" will actually serve as the leaves that you find atop a real strawberry.\n4.2 This will sit on top of the dark green felt, in the center.', 'Spoon into prepared shells; top with strawberries.']"
Is a Peel an anatomical part of a strawberry?,Yes.,"[""the peels, stems, or pits from the fruit. If you're using large fruits, cut them into chunks before putting them in the blender. Berries: strawberries, blueberries, raspberries, blackberries"", 'Decorate with slices of strawberry.', 'Stab with a fringed toothpick or small plastic sword ment for drinks for an impaled strawberry.\nBeheaded strawberries can be made from adding red gel to the top of the strawberry.']"
Is a Stem an anatomical part of a strawberry?,Yes.,"['2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of', ""- [Audience] Strawberries. \n- This is a strawberry, okay. Couple things you wanna do. You wanna take off the hull, give it a little twist. If there's still a little hard piece in there, get a really sharp paring knife and just the tip goes in here, and you can turn the strawberry around and get that little hard piece of stem out, if you want."", '1.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any solid matter inside the strawberry by inserting the knife and checking the tenderness of the']"
"What is the edibility of a strawberry's Stem - can it be eaten, should it be avoided or must it be avoided?",Strawberry stems are edible but don't taste good.,"['2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of', '1.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any solid matter inside the strawberry by inserting the knife and checking the tenderness of the', ""1.2 Hold a strawberry in 1 hand and pinch the green top leaves firmly between 2 fingers on your other hand. Gently twist and pull to remove the stem. The stems are edible, but they don't have a nice taste or texture, so removing them leaves you with just the tasty berry. Don’t slice off the tops because it just wastes some of the tasty red fruit near the top. Make sure to wait until after you wash the strawberries and are ready to slice them to remove the tops.""]"
"When cutting a strawberry, what tool should be used?","A small, sharp knife (a pairing knife works best).","[""2.1 It's best to let an adult do this, since it requires you to use a knife. Use a small, sharp knife (a pairing knife works best), holding it against the thumb of your dominant hand so about 1/2 inch of the tip sticks out beyond your thumb. Hold the strawberry in your opposite hand. Insert the tip of the knife into the top of the strawberry--under the leaves, where the red turns white--at a 45 degree angle. Turn the strawberry and the knife in opposite directions. Cut until your knife reaches"", '1.4 Carefully move the tip of the knife around the rim of the white center part, keeping it at an approximately 45-degree angle. Pop the hull out with the tip of the knife when you have cut all the way around it. If you still see a lot of white in the hole after you cut out the center, you might need to  trim a little deeper. You can also hold the knife in place and spin the strawberry around to make the cut.\n2. Cutting Strawberries into Different Sizes', '2.1 Hull them (remove the green stem) by using a knife or a tube huller. To hull with a knife, simply insert the knife on the top of the strawberry and gently press the stem with your thumb. Now move the knife in a circular manner to remove the stem. The removed part will look like a cone with the base containing the stem. Make sure you do not hull too much of the strawberry. After hulling, look for any  solid matter inside the strawberry by inserting the knife and checking the tenderness of']"
Is a Core an anatomical part of a squash?,"No.   The provided text discusses squash preservation and doesn't mention any anatomical parts like a ""core"".","['3. Exploring Different Varieties of Squash', 'allowing bacteria to get inside the squash and causing it to rot more quickly.', 'result, you are left with squash that retains its color, flavor, and most of its texture.']"
Is a Shell an anatomical part of a squash?,Yes.,"['Zucchini\nYellow crook-neck or straight-neck\nMarrow squash\nScallop squash\nPattison squash, sometimes called ""spaceship"" or ""UFO"" squash\nCaserta squash\nLemon squash', '3. Exploring Different Varieties of Squash', 'Scoop back into the reserved squash shell and serve.']"
Is a Peel an anatomical part of a squash?,Yes.,"['Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)', 'Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)', 'With a knife, slice just beneath the skin on one side of the squash. Then, slice all the way down the length of the squash until this strip is completely removed. Continue slicing off other strips of skin in this manner until you make it all the way around the squash.']"
"What is the edibility of a squash's Peel - can it be eaten, should it be avoided or must it be avoided?",Squash peel should be removed before eating.,"['Allow squash to cool enough to handle.\nRemove peel with paring knife, and cut peeled squash into pieces of approximately 1-2 inches.\nPut pieces in food processor, along with the rest of the ingredients.\nPuree until smooth.', ""1.3 Use a vegetable peeler or sharp knife to peel away the outer skin from vegetables like squash. For vegetables like carrots, potatoes, and cucumbers, the skins are edible and you can leave them on if you wish. Fruit and vegetable skins contain lots of nutrients, so if you aren't worried about aesthetics, leave the skins on instead of peeling them."", 'Cut off and discard the stem of the squash, then cut the squash into two pieces by cutting through it horizontally at the bottom of the neck.\nThis will make it easier to peel.\nPeel the cylindrical neck lengthwise, removing enough skin so that the orange flesh underneath is revealed.\n(Under the outer skin there is a layer of green, which should be removed.)']"
Is a Stem an anatomical part of a squash?,Yes.,"['1.2 Choose a squash with a stem that is still attached, and is firm and dry to the touch. Attached stems help keep bacteria out of the squash. The stem itself should be short and round, without excessive damage.', '3. Exploring Different Varieties of Squash', 'Zucchini\nYellow crook-neck or straight-neck\nMarrow squash\nScallop squash\nPattison squash, sometimes called ""spaceship"" or ""UFO"" squash\nCaserta squash\nLemon squash']"
"When cutting a squash, what tool should be used?","A large, sharp knife.","['1.4 Place the squash on a cutting board that has good grip. A smooth board such as one made from bamboo or marble may cause the squash to slip. A rough plastic or wooden board will offer you better grip while you cut.\n1.5 Use a large, sharp knife to cut along the dotted line you made earlier. The squash should be soft enough now that you can cut all the way through it. Then, pull the squash apart and cook it to your liking.\n2. Cutting a Squash for Long Strands', 'How to Cut Winter Squash', '1.4 Using a sharp chef\'s knife or serrated knife, cut the squash into 2 equal halves with a sawing motion. Cutting the squash will help it cook faster. When using your knife, hold the handle with your middle, ring and pinky finger, while using your thumb and index finger to hold the blade itself. This is called a ""blade grip"" and offers more control and balance than using all of your fingers to hold the handle.']"
"When peeling a squash, what tool should be used?",A vegetable peeler.,"['2.5 Peel the skin away with your fingers and use a knife to dice the squash into 1-inch (2.5-cm) cubes. If you are having a hard time peeling the skin off by hand, you can shave it off with the knife.', '2.4 Grip your squash firmly with your non-dominant hand. Hold the vegetable peeler with your other hand. When choosing a vegetable peeler, select a peeler with a strong yet flexible blade that will be able to pierce through tough squash skin.\n2.5 As you complete a side, turn the squash and continue to peel. Continue until all the skin is removed.\n3. Preparing the Squash for Cooking', 'Cut the squash into two pieces by cutting across the squash separating the neck from the bulbous lower portion.\nThis will make the squash easier to handle when peeling.\nUsing a good vegetable peeler, peel away the tough outside skin.\nI dont know why a vegetable peeler works so well, but it does.\nPlace peeled squash on a cutting board and slice in half lengthwise.\nThe bulbous portion of the squash contains the seeds.\nUsing a spoon, scoop out the seeds.']"
Is a Core an anatomical part of a tomato?,Yes.,"['tomato, but these special tomato peelers have serrated blades that let them dig into the skin more easily.', 'Top with tomato and onion.', 'to the side of the core. Push your knife into the tomato about 1/4”-1/2” deep. Cut out a small circle by twisting your knife. Pull up to remove the core.']"
Is a Shell an anatomical part of a tomato?,"No.   The context refers to using a hollowed-out tomato as a serving vessel, not as an anatomical part.","['tomato, but these special tomato peelers have serrated blades that let them dig into the skin more easily.', 'the seeds along with the flesh of the tomato, so take this into account before you remove the seeds.', 'Serve in a hollowed-out tomato or mini pumpkin shell.']"
Is a Peel an anatomical part of a tomato?,Yes.,"['tomato, but these special tomato peelers have serrated blades that let them dig into the skin more easily.', 'Tomatoes, peeled, seeded, juiced and diced.', 'How to Quickly Peel a Tomato']"
